Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,61,12,49,0.93,0.2,15.4,57.0
2017-2019,47,26,22,0.86,0.3,22.6,65.5
2018-2020,5,24,-19,1.11,-0.2,40.7,69.6
2019-2021,49,66,-18,1.11,-0.2,40.7,100.5
2020-2022,90,7,82,0.96,0.8,40.7,111.2
2021-2023,48,22,26,0.57,0.5,19.5,102.3
2022-2024,-62,35,-97,0.51,-2.2,33.4,80.0
2023-2025,-82,81,-163,0.31,-1.9,47.2,76.0
2024-2026,-58,73,-131,0.25,-0.9,47.2,83.0
