Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,15,12,3,0.98,0.0,29.7,5.0
2017-2019,44,26,18,0.73,0.2,29.7,7.5
2018-2020,20,24,-4,1.15,-0.0,61.5,8.3
2019-2021,88,66,21,1.25,0.1,61.5,11.1
2020-2022,-23,7,-30,1.32,-0.1,61.5,8.8
2021-2023,174,22,152,1.31,1.8,34.3,20.0
2022-2024,144,35,109,1.23,1.4,30.6,21.1
2023-2025,139,81,58,0.92,1.1,37.0,22.7
2024-2026,-14,47,-61,0.83,-1.4,37.0,22.7
