Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,25,12,13,0.86,0.0,17.3,15.2
2017-2019,49,26,24,0.83,0.1,17.3,20.8
2018-2020,75,24,51,0.91,0.8,28.3,28.9
2019-2021,72,66,5,0.9,0.1,28.3,31.9
2020-2022,-17,7,-25,0.9,-0.3,28.3,24.6
2021-2023,18,22,-4,0.79,-0.1,27.8,33.3
2022-2024,38,35,3,0.71,0.0,26.8,38.4
2023-2025,12,81,-69,0.38,-1.4,33.8,31.2
2024-2026,-44,52,-96,0.28,-2.2,44.8,28.3
