Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,1,12,-11,0.98,-0.0,24.7,60.5
2017-2019,-17,26,-43,0.9,-0.0,29.1,40.6
2018-2020,-69,24,-93,1.69,-0.1,77.5,17.1
2019-2021,-21,66,-88,1.83,-0.1,77.5,28.6
2020-2022,111,7,104,1.59,0.2,74.8,62.1
2021-2023,109,22,87,0.9,0.2,32.0,58.9
2022-2024,19,35,-16,0.7,-0.1,30.4,48.7
2023-2025,-79,81,-160,0.78,-1.9,42.8,40.6
2024-2026,-10,52,-62,0.78,-0.5,42.8,54.8
