Date,rate_476690.KS_5D,rate_VOO_20D
2024-03,0.0,4.3344
2024-04,-1.3982,-3.9213
2024-05,4.5393,4.0257
2024-06,10.3713,9.628
2024-07,3.5698,10.8446
2024-08,7.1637,14.4265
2024-09,-4.0502,18.6376
2024-10,-4.3025,15.7564
2024-11,-8.7854,26.1862
2024-12,-8.9662,21.1371
2025-01,-7.1067,25.6953
2025-02,-0.9807,22.053
2025-03,-7.5085,9.8163
2025-04,-10.4229,7.3895
2025-05,-17.1584,18.2019
2025-06,-16.1557,27.4129
2025-07,-16.2513,31.0848
2025-08,-12.5004,34.3781
2025-09,-12.5534,41.9525
2025-10,-7.6776,46.0597
2025-11,7.7344,45.367
2025-12,7.2955,46.0157
2026-01,10.4706,47.6157
2026-02,6.1013,46.0818
