Date,rate_418670.KS_5D,rate_VOO_20D
2022-02,0.0,0.0
2022-03,13.998,8.0529
2022-04,7.9716,-7.924
2022-05,-6.046,-8.2531
2022-06,-6.8704,-21.7462
2022-07,-2.7824,-9.2952
2022-08,6.9451,-16.3306
2022-09,1.6478,-30.4425
2022-10,3.6697,-20.064
2022-11,-14.1544,-12.7035
2022-12,-23.127,-21.9586
2023-01,-17.7724,-13.5635
2023-02,-7.1014,-17.9091
2023-03,-8.0135,-11.8877
2023-04,-9.1113,-10.0779
2023-05,0.7978,-9.9467
2023-06,0.3555,-0.5983
2023-07,-0.0234,4.0478
2023-08,1.2093,0.5854
2023-09,2.8496,-7.8828
2023-10,-4.0876,-11.8577
2023-11,8.5279,1.4526
2023-12,19.3674,8.3016
2024-01,26.405,10.3112
2024-02,24.7796,18.5713
2024-03,21.5833,24.8818
2024-04,20.0292,16.4588
2024-05,17.2471,24.6871
2024-06,20.4716,31.8951
2024-07,20.7552,33.212
2024-08,21.4134,36.9817
2024-09,18.098,41.6294
2024-10,23.6794,38.7187
2024-11,36.1426,49.6335
2024-12,38.9384,43.6349
2025-01,44.5159,48.2132
2025-02,41.1269,44.5257
2025-03,35.3828,31.9375
2025-04,35.1862,29.4895
2025-05,32.3477,40.754
2025-06,36.9017,50.3762
2025-07,34.5948,54.26
2025-08,30.6338,57.7495
2025-09,34.9032,64.53
2025-10,31.4564,68.8748
2025-11,23.0688,68.2626
2025-12,18.8245,67.3442
2026-01,9.3196,69.5922
2026-02,-3.1592,66.636
2026-03,-0.9519,53.4634
2026-04,6.2595,75.2399
2026-05,34.2002,86.691
2026-06,52.0795,82.3768
2026-07,40.1947,81.1673
2026-08,63.9331,89.6151
