Date,rate_000660.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,2.5534,-1.8027
2016-03,-4.553,4.5695
2016-04,-3.4584,3.6217
2016-05,-0.8735,4.6859
2016-06,12.1625,4.2011
2016-07,17.3533,7.3141
2016-08,21.8689,6.5393
2016-09,31.8066,5.8417
2016-10,31.1801,3.4057
2016-11,34.0533,7.0013
2016-12,38.282,8.6582
2017-01,62.5333,9.9058
2017-02,37.4554,13.4199
2017-03,45.924,12.5861
2017-04,52.9599,12.9516
2017-05,58.1515,13.7442
2017-06,83.2088,14.6714
2017-07,75.1188,16.2352
2017-08,78.1418,15.7466
2017-09,110.7471,17.3266
2017-10,103.9793,19.2474
2017-11,86.2138,22.0133
2017-12,84.2519,22.6523
2018-01,73.7909,28.4864
2018-02,78.5691,22.6807
2018-03,85.9447,18.8927
2018-04,90.0671,18.6249
2018-05,106.6247,20.8091
2018-06,86.4082,20.9812
2018-07,84.9052,24.5763
2018-08,75.316,27.7899
2018-09,52.4194,27.6747
2018-10,40.7551,18.1983
2018-11,42.4492,19.8597
2018-12,25.8589,8.8011
2019-01,52.8366,17.1215
2019-02,43.3914,20.4441
2019-03,50.8095,22.1999
2019-04,59.1222,26.5012
2019-05,30.3757,17.9266
2019-06,37.981,25.7011
2019-07,51.6598,26.9004
2019-08,51.4396,24.2426
2019-09,59.607,26.142
2019-10,57.9316,28.3311
2019-11,54.5709,32.3256
2019-12,84.1224,35.5485
2020-01,81.2386,34.7719
2020-02,68.8698,23.2511
2020-03,58.7639,7.5779
2020-04,58.5116,21.2186
2020-05,53.2744,26.5774
2020-06,58.9596,28.3766
2020-07,53.621,35.3325
2020-08,38.4813,44.0777
2020-09,54.1204,37.914
2020-10,45.7195,33.7633
2020-11,76.8419,47.7098
2020-12,115.3908,52.3667
2021-01,120.6962,49.9654
2021-02,152.6215,53.2453
2021-03,134.3011,60.4049
2021-04,124.2383,67.83
2021-05,120.5918,67.8968
2021-06,119.6071,70.6358
2021-07,92.2419,73.7106
2021-08,80.7131,77.7187
2021-09,73.6283,68.3779
2021-10,72.6193,79.119
2021-11,89.8545,76.6949
2021-12,119.2193,83.6042
2022-01,100.159,72.9303
2022-02,102.927,66.8181
2022-03,93.8601,72.1992
2022-04,83.6829,56.2223
2022-05,75.2993,55.8933
2022-06,47.4028,42.4002
2022-07,57.9955,54.8512
2022-08,52.9468,47.8158
2022-09,33.4647,33.7039
2022-10,32.4164,44.0824
2022-11,35.676,51.4429
2022-12,19.8393,42.1877
2023-01,41.1146,50.5828
2023-02,42.0289,46.2373
2023-03,40.7547,52.2586
2023-04,41.7149,54.0684
2023-05,71.3678,54.1996
2023-06,81.3851,63.548
2023-07,93.3245,68.1942
2023-08,89.8023,64.7317
2023-09,78.3177,56.2636
2023-10,79.9582,52.2886
2023-11,106.1583,65.5989
2023-12,117.1541,72.448
2024-01,105.5756,74.4576
2024-02,137.1404,82.7177
2024-03,176.6398,89.0282
2024-04,161.6489,80.6052
2024-05,182.4316,88.8335
2024-06,251.2098,96.0415
2024-07,187.0302,97.3583
2024-08,154.6209,101.128
2024-09,155.77,105.7758
2024-10,171.3288,102.865
2024-11,131.5417,113.7798
2024-12,150.472,107.7813
2025-01,185.3007,112.3595
2025-02,172.6668,108.6721
2025-03,171.8217,96.0839
2025-04,151.5622,93.6359
2025-05,188.7917,104.9003
2025-06,309.9421,114.5225
2025-07,281.4705,118.4064
2025-08,273.3768,121.8959
2025-09,379.3721,128.6764
2025-10,665.851,133.0211
2025-11,621.3389,132.409
2025-12,779.5636,131.4906
2026-01,1118.9993,133.7386
2026-02,1314.6032,130.7823
2026-03,967.9015,117.6098
2026-04,1589.0933,139.3863
2026-05,2941.5591,150.8374
2026-06,3328.2831,146.5232
2026-07,2105.888,145.3136
2026-08,2034.813,150.6618
