Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-02,100.0,11.9468,,NA,,NA,,NA,-2.5278,-14.4746,20.3084,8.3616,14.0729,2.1262,93.1056,81.1588,987.3413,975.3945,189.0756,177.1288,2194.2358,2182.289,760.3028,748.3561,1592.9721,1581.0253
2016-04,67.53,4.9563,,NA,,NA,,NA,20.3084,15.3521,26.9695,22.0132,37.4709,32.5146,107.8975,102.9412,816.191,811.2347,284.7424,279.7861,2740.0404,2735.0841,963.6977,958.7414,,
2016-05,100.0,20.3084,,NA,,NA,,NA,47.1956,26.8872,14.0729,-6.2355,38.4357,18.1272,243.5395,223.2311,616.607,596.2986,521.6138,501.3053,1691.6166,1671.3081,876.1523,855.8438,,
2016-06,100.0,47.1956,,NA,,NA,,NA,26.9695,-20.2261,19.4002,-27.7954,72.8771,25.6815,256.408,209.2124,493.4414,446.2458,661.1847,613.9891,1551.0914,1503.8958,975.9127,928.7171,,
2016-07,64.38,26.9695,,NA,,NA,,NA,14.0729,-12.8966,37.4709,10.5014,66.2688,39.2993,296.8727,269.9032,597.5785,570.609,592.9765,566.007,1838.3375,1811.368,914.6188,887.6493,,
2016-08,41.67,14.0729,,NA,,NA,,NA,19.4002,5.3272,38.4357,24.3627,93.1056,79.0326,528.497,514.4241,509.925,495.852,550.5279,536.455,2066.9414,2052.8685,789.0788,775.0058,,
2016-09,51.05,19.4002,,NA,,NA,,NA,37.4709,18.0707,72.8771,53.4769,68.5218,49.1216,454.1174,434.7173,457.047,437.6469,446.738,427.3379,1888.643,1869.2428,825.1441,805.744,,
2016-10,82.87,37.4709,,NA,,NA,,NA,38.4357,0.9648,66.2688,28.7979,107.8975,70.4267,692.1423,654.6714,426.0031,388.5322,495.1827,457.7118,2651.2285,2613.7577,1090.0577,1052.5868,,
2016-11,84.57,38.4357,,NA,,NA,,NA,72.8771,34.4414,93.1056,54.6699,243.5395,205.1039,1100.4519,1062.0162,221.0531,182.6174,372.5438,334.1082,2420.7856,2382.3499,1170.4961,1132.0604,,
2016-12,100.0,72.8771,,NA,,NA,,NA,66.2688,-6.6083,68.5218,-4.3553,256.408,183.5309,1494.3622,1421.485,203.304,130.4269,336.6026,263.7255,1903.68,1830.8029,1307.2621,1234.385,,
2017-01,91.99,66.2688,,NA,,NA,,NA,93.1056,26.8368,107.8975,41.6287,296.8727,230.6039,1002.8385,936.5697,165.8699,99.6011,466.2449,399.9761,1544.1919,1477.9231,1301.8284,1235.5596,,
2017-02,100.0,93.1056,,NA,,NA,,NA,68.5218,-24.5838,243.5395,150.434,528.497,435.3914,987.3413,894.2357,189.0756,95.97,421.1838,328.0783,1732.1327,1639.0271,1906.3832,1813.2776,,
2017-03,76.06,68.5218,,NA,,NA,,NA,107.8975,39.3757,256.408,187.8862,454.1174,385.5956,611.2872,542.7654,201.2281,132.7063,296.7977,228.2759,1802.8389,1734.3171,2217.8238,2149.302,,
2017-04,100.0,107.8975,,NA,,NA,,NA,243.5395,135.642,296.8727,188.9752,692.1423,584.2448,816.191,708.2935,284.7424,176.8448,413.579,305.6815,1464.7222,1356.8247,1850.185,1742.2875,,
2017-05,100.0,243.5395,,NA,,NA,,NA,256.408,12.8685,528.497,284.9575,1100.4519,856.9123,616.607,373.0675,521.6138,278.0742,448.4713,204.9317,1199.1673,955.6277,2046.8016,1803.2621,,
2017-06,100.0,256.408,,NA,,NA,,NA,296.8727,40.4647,454.1174,197.7094,1494.3622,1237.9541,493.4414,237.0334,661.1847,404.7767,418.7318,162.3237,703.9521,447.5441,1862.9383,1606.5303,,
2017-07,100.0,296.8727,,NA,,NA,,NA,528.497,231.6243,692.1423,395.2696,1002.8385,705.9658,597.5785,300.7058,592.9765,296.1038,530.803,233.9303,831.0645,534.1917,1904.7891,1607.9163,,
2017-08,100.0,528.497,,NA,,NA,,NA,454.1174,-74.3796,1100.4519,571.9549,987.3413,458.8443,509.925,-18.572,550.5279,22.0309,532.37,3.873,691.4328,162.9358,1702.5105,1174.0135,,
2017-09,86.18,454.1174,,NA,,NA,,NA,692.1423,238.0249,1494.3622,1040.2447,611.2872,157.1698,457.047,2.9296,446.738,-7.3794,478.1019,23.9845,671.2425,217.1251,1817.7021,1363.5847,,
2017-10,100.0,692.1423,,NA,,NA,,NA,1100.4519,408.3096,1002.8385,310.6962,816.191,124.0487,426.0031,-266.1392,495.1827,-196.9596,638.6816,-53.4607,695.087,2.9447,2016.8334,1324.6911,,
2017-11,100.0,1100.4519,,NA,,NA,,NA,1494.3622,393.9103,987.3413,-113.1106,616.607,-483.8448,221.0531,-879.3988,372.5438,-727.9081,930.3476,-170.1043,546.5354,-553.9165,2795.1911,1694.7392,,
2017-12,100.0,1494.3622,,NA,,NA,,NA,1002.8385,-491.5237,611.2872,-883.0749,493.4414,-1000.9207,203.304,-1291.0581,336.6026,-1157.7596,1409.4383,-84.9238,524.2736,-970.0886,2681.9823,1187.6201,,
2018-01,67.32,1002.8385,,NA,,NA,,NA,987.3413,-15.4972,816.191,-186.6475,597.5785,-405.26,165.8699,-836.9686,466.2449,-536.5936,1603.622,600.7835,765.1317,-237.7068,2923.5556,1920.7172,,
2018-02,66.29,987.3413,,NA,,NA,,NA,611.2872,-376.0541,616.607,-370.7342,509.925,-477.4163,189.0756,-798.2657,421.1838,-566.1574,2194.2358,1206.8945,760.3028,-227.0384,2358.6842,1371.3429,,
2018-03,41.28,611.2872,,NA,,NA,,NA,816.191,204.9038,493.4414,-117.8458,457.047,-154.2402,201.2281,-410.0591,296.7977,-314.4895,2851.3938,2240.1066,947.2272,335.94,2294.8149,1683.5277,,
2018-04,54.91,816.191,,NA,,NA,,NA,616.607,-199.584,597.5785,-218.6125,426.0031,-390.1879,284.7424,-531.4486,413.579,-402.612,2740.0404,1923.8494,963.6977,147.5067,2619.4228,1803.2318,,
2018-05,41.64,616.607,,NA,,NA,,NA,493.4414,-123.1656,509.925,-106.6821,221.0531,-395.554,521.6138,-94.9933,448.4713,-168.1358,1691.6166,1075.0095,876.1523,259.5452,2888.7654,2272.1584,,
2018-06,33.45,493.4414,,NA,,NA,,NA,597.5785,104.1371,457.047,-36.3944,203.304,-290.1374,661.1847,167.7433,418.7318,-74.7096,1551.0914,1057.6499,975.9127,482.4712,2925.1724,2431.731,,
2018-07,40.37,597.5785,,NA,,NA,,NA,509.925,-87.6535,426.0031,-171.5754,165.8699,-431.7086,592.9765,-4.602,530.803,-66.7754,1838.3375,1240.7591,914.6188,317.0403,3142.2959,2544.7175,,
2018-08,34.54,509.925,,NA,,NA,,NA,457.047,-52.8779,221.0531,-288.8719,189.0756,-320.8494,550.5279,40.6029,532.37,22.4451,2066.9414,1557.0164,789.0788,279.1538,2896.7242,2386.7992,,
2018-09,31.03,457.047,,NA,,NA,,NA,426.0031,-31.0439,203.304,-253.743,201.2281,-255.8189,446.738,-10.309,478.1019,21.0549,1888.643,1431.5959,825.1441,368.0971,3028.2805,2571.2335,,
2018-10,28.96,426.0031,,NA,,NA,,NA,221.0531,-204.95,165.8699,-260.1332,284.7424,-141.2608,495.1827,69.1796,638.6816,212.6785,2651.2285,2225.2254,1090.0577,664.0546,2871.3373,2445.3342,,
2018-11,15.34,221.0531,,NA,,NA,,NA,203.304,-17.7491,189.0756,-31.9775,521.6138,300.5607,372.5438,151.4907,930.3476,709.2945,2420.7856,2199.7325,1170.4961,949.443,2315.3244,2094.2713,,
2018-12,14.16,203.304,1.43,0-9,,NA,,NA,165.8699,-37.4342,201.2281,-2.0759,661.1847,457.8807,336.6026,133.2985,1409.4383,1206.1343,1903.68,1700.3759,1307.2621,1103.9581,2216.495,2013.1909,,
2019-01,11.67,165.8699,1.39,0-9,,NA,,NA,189.0756,23.2057,284.7424,118.8725,592.9765,427.1066,466.2449,300.3751,1603.622,1437.7522,1544.1919,1378.322,1301.8284,1135.9585,2098.7881,1932.9182,,
2019-02,13.21,189.0756,4.17,0-9,,NA,,NA,201.2281,12.1525,521.6138,332.5382,550.5279,361.4523,421.1838,232.1082,2194.2358,2005.1602,1732.1327,1543.0571,1906.3832,1717.3076,1592.9721,1403.8965,,
2019-03,14.02,201.2281,6.94,0-9,,NA,,NA,284.7424,83.5143,661.1847,459.9566,446.738,245.5099,296.7977,95.5696,2851.3938,2650.1657,1802.8389,1601.6108,2217.8238,2016.5957,1706.6811,1505.453,,
2019-04,19.57,284.7424,15.28,10-19,,NA,,NA,521.6138,236.8714,592.9765,308.2341,495.1827,210.4403,413.579,128.8367,2740.0404,2455.298,1464.7222,1179.9798,1850.185,1565.4427,,,,
2019-05,35.32,521.6138,29.17,20-29,,NA,,NA,661.1847,139.571,550.5279,28.9141,372.5438,-149.07,448.4713,-73.1425,1691.6166,1170.0028,1199.1673,677.5535,2046.8016,1525.1879,,,,
2019-06,44.6,661.1847,43.06,40-49,,NA,,NA,592.9765,-68.2082,446.738,-214.4467,336.6026,-324.5822,418.7318,-242.4529,1551.0914,889.9066,703.9521,42.7674,1862.9383,1201.7536,,,,
2019-07,40.07,592.9765,31.94,30-39,,NA,,NA,550.5279,-42.4486,495.1827,-97.7938,466.2449,-126.7315,530.803,-62.1734,1838.3375,1245.361,831.0645,238.088,1904.7891,1311.8126,,,,
2019-08,37.24,550.5279,31.94,30-39,,NA,,NA,446.738,-103.7899,372.5438,-177.9841,421.1838,-129.3441,532.37,-18.1579,2066.9414,1516.4135,691.4328,140.9049,1702.5105,1151.9826,,,,
2019-09,30.34,446.738,20.83,20-29,,NA,,NA,495.1827,48.4447,336.6026,-110.1355,296.7977,-149.9404,478.1019,31.3639,1888.643,1441.9049,671.2425,224.5045,1817.7021,1370.9641,,,,
2019-10,33.56,495.1827,29.17,20-29,,NA,,NA,372.5438,-122.6389,466.2449,-28.9378,413.579,-81.6037,638.6816,143.4989,2651.2285,2156.0459,695.087,199.9043,2016.8334,1521.6507,,,,
