Date,rate_005490.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,15.7103,-1.8027
2016-03,21.9717,4.5695
2016-04,27.9972,3.6217
2016-05,6.1459,4.6859
2016-06,2.5364,4.2011
2016-07,14.7088,7.3141
2016-08,14.9992,6.5393
2016-09,11.7109,5.8417
2016-10,15.395,3.4057
2016-11,19.8891,7.0013
2016-12,24.6427,8.6582
2017-01,29.1236,9.9058
2017-02,32.6679,13.4199
2017-03,34.6038,12.5861
2017-04,21.8445,12.9516
2017-05,27.0772,13.7442
2017-06,28.6104,14.6714
2017-07,46.8973,16.2352
2017-08,49.4934,15.7466
2017-09,36.4595,17.3266
2017-10,38.389,19.2474
2017-11,40.7252,22.0133
2017-12,38.0714,22.6523
2018-01,56.16,28.4864
2018-02,46.1668,22.6807
2018-03,30.767,18.8927
2018-04,48.3707,18.6249
2018-05,33.7796,20.8091
2018-06,29.1606,20.9812
2018-07,28.8025,24.5763
2018-08,26.322,27.7899
2018-09,14.0309,27.6747
2018-10,-0.4279,18.1983
2018-11,-4.4493,19.8597
2018-12,-4.1336,8.8011
2019-01,8.1844,17.1215
2019-02,3.6804,20.4441
2019-03,0.4505,22.1999
2019-04,1.0588,26.5012
2019-05,-5.8881,17.9266
2019-06,-2.1818,25.7011
2019-07,-9.7938,26.9004
2019-08,-15.3472,24.2426
2019-09,-6.1715,26.142
2019-10,-12.4319,28.3311
2019-11,-4.3315,32.3256
2019-12,3.205,35.5485
2020-01,-3.5986,34.7719
2020-02,-14.6377,23.2511
2020-03,-28.7709,7.5779
2020-04,-17.6607,21.2186
2020-05,-18.8937,26.5774
2020-06,-21.4724,28.3766
2020-07,-12.3219,35.3325
2020-08,-16.1772,44.0777
2020-09,-10.0001,37.914
2020-10,-4.3162,33.7633
2020-11,7.6868,47.7098
2020-12,26.9555,52.3667
2021-01,14.2236,49.9654
2021-02,30.6149,53.2453
2021-03,49.2791,60.4049
2021-04,68.9006,67.83
2021-05,63.6965,67.8968
2021-06,61.3795,70.6358
2021-07,69.0106,73.7106
2021-08,54.485,77.7187
2021-09,52.7823,68.3779
2021-10,36.4464,79.119
2021-11,19.874,76.6949
2021-12,27.9794,83.6042
2022-01,23.1878,72.9303
2022-02,27.7391,66.8181
2022-03,37.3001,72.1992
2022-04,34.9946,56.2223
2022-05,34.54,55.8933
2022-06,8.8434,42.4002
2022-07,14.1196,54.8512
2022-08,20.0575,47.8158
2022-09,0.1166,33.7039
2022-10,18.1211,44.0824
2022-11,41.7384,51.4429
2022-12,31.3421,42.1877
2023-01,43.7464,50.5828
2023-02,50.0663,46.2373
2023-03,74.1457,52.2586
2023-04,77.5318,54.0684
2023-05,68.7063,54.1996
2023-06,82.1487,63.548
2023-07,199.6719,68.1942
2023-08,168.382,64.7317
2023-09,147.5224,56.2636
2023-10,89.2696,52.2886
2023-11,121.0425,65.5989
2023-12,127.3028,72.448
2024-01,92.7583,74.4576
2024-02,95.3854,82.7177
2024-03,91.2691,89.0282
2024-04,82.7132,80.6052
2024-05,65.7528,88.8335
2024-06,63.5444,96.0415
2024-07,57.7328,97.3583
2024-08,52.0134,101.128
2024-09,74.8752,105.7758
2024-10,51.8172,102.865
2024-11,27.4458,113.7798
2024-12,14.1493,107.7813
2025-01,17.1617,112.3595
2025-02,23.5117,108.6721
2025-03,26.0092,96.0839
2025-04,17.6577,93.6359
2025-05,13.8957,104.9003
2025-06,18.7696,114.5225
2025-07,40.097,118.4064
2025-08,30.5287,121.8959
2025-09,25.967,128.6764
2025-10,41.4546,133.0211
2025-11,41.7869,132.409
2025-12,39.3863,131.4906
2026-01,58.4041,133.7386
2026-02,88.7801,130.7823
2026-03,51.4535,117.6098
2026-04,109.7139,139.3863
2026-05,92.359,150.8374
2026-06,43.5486,146.5232
2026-07,41.1814,145.3136
2026-08,46.7138,154.2378
