Date,rate_160580.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,5.5157,-1.8027
2016-03,1.1737,4.5695
2016-04,0.0309,3.6217
2016-05,-0.2434,4.6859
2016-06,-1.8876,4.2011
2016-07,-3.0547,7.3141
2016-08,-7.8476,6.5393
2016-09,-4.9111,5.8417
2016-10,-1.7686,3.4057
2016-11,19.6843,7.0013
2016-12,18.1364,8.6582
2017-01,18.9686,9.9058
2017-02,15.0279,13.4199
2017-03,11.6693,12.5861
2017-04,9.5524,12.9516
2017-05,5.9706,13.7442
2017-06,13.6471,14.6714
2017-07,18.057,16.2352
2017-08,26.4069,15.7466
2017-09,19.6228,17.3266
2017-10,23.8158,19.2474
2017-11,17.6723,22.0133
2017-12,20.9646,22.6523
2018-01,18.5759,28.4864
2018-02,17.6471,22.6807
2018-03,9.6581,18.8927
2018-04,12.7686,18.6249
2018-05,12.8085,20.8091
2018-06,14.1286,20.9812
2018-07,5.8905,24.5763
2018-08,2.3972,27.7899
2018-09,5.0188,27.6747
2018-10,6.2618,18.1983
2018-11,7.0002,19.8597
2018-12,0.9657,8.8011
2019-01,2.7543,17.1215
2019-02,10.1462,20.4441
2019-03,10.2006,22.1999
2019-04,11.6572,26.5012
2019-05,3.7044,17.9266
2019-06,2.9908,25.7011
2019-07,4.8337,26.9004
2019-08,2.473,24.2426
2019-09,2.1841,26.142
2019-10,1.5601,28.3311
2019-11,2.7978,32.3256
2019-12,6.3243,35.5485
2020-01,-1.0434,34.7719
2020-02,-2.1903,23.2511
2020-03,-13.0513,7.5779
2020-04,-6.6238,21.2186
2020-05,-3.1353,26.5774
2020-06,6.0432,28.3766
2020-07,13.1012,35.3325
2020-08,16.8445,44.0777
2020-09,11.6212,37.914
2020-10,10.4893,33.7633
2020-11,20.774,47.7098
2020-12,23.0095,52.3667
2021-01,24.1725,49.9654
2021-02,56.0526,53.2453
2021-03,41.7324,60.4049
2021-04,57.8611,67.83
2021-05,63.2397,67.8968
2021-06,48.6228,70.6358
2021-07,53.1165,73.7106
2021-08,49.5107,77.7187
2021-09,48.0635,68.3779
2021-10,56.2992,79.119
2021-11,53.5242,76.6949
2021-12,52.065,83.6042
2022-01,54.9079,72.9303
2022-02,58.1385,66.8181
2022-03,63.9755,72.1992
2022-04,61.5693,56.2223
2022-05,52.9426,55.8933
2022-06,39.7964,42.4002
2022-07,28.4702,54.8512
2022-08,34.859,47.8158
2022-09,37.2653,33.7039
2022-10,35.7615,44.0824
2022-11,33.0976,51.4429
2022-12,34.2818,42.1877
2023-01,40.5327,50.5828
2023-02,44.3316,46.2373
2023-03,45.6116,52.2586
2023-04,41.2526,54.0684
2023-05,31.8341,54.1996
2023-06,32.8422,63.548
2023-07,33.1611,68.1942
2023-08,35.9876,64.7317
2023-09,35.816,56.2636
2023-10,33.2771,52.2886
2023-11,31.1195,65.5989
2023-12,35.4861,72.448
2024-01,35.3879,74.4576
2024-02,31.6851,82.7177
2024-03,41.2162,89.0282
2024-04,66.0131,80.6052
2024-05,66.1528,88.8335
2024-06,54.4424,96.0415
2024-07,44.3288,97.3583
2024-08,42.202,101.128
2024-09,49.8244,105.7758
2024-10,49.5494,102.865
2024-11,42.736,113.7798
2024-12,49.2581,107.7813
2025-01,50.5465,112.3595
2025-02,55.2278,108.6721
2025-03,64.4664,96.0839
2025-04,53.1725,93.6359
2025-05,48.5657,104.9003
2025-06,55.6271,114.5225
2025-07,48.1818,118.4064
2025-08,48.0829,121.8959
2025-09,57.2302,128.6764
2025-10,69.9751,133.0211
2025-11,72.0741,132.409
2025-12,92.5901,131.4906
2026-01,99.2679,133.7386
2026-02,94.8097,132.7082
