Date,rate_487240.KS_5D,rate_VOO_20D
2024-07,0.0,0.0
2024-08,-14.1329,1.8386
2024-09,-3.5422,6.4864
2024-10,-5.1914,3.5756
2024-11,-6.8449,14.4904
2024-12,2.314,8.4919
2025-01,23.363,13.0702
2025-02,11.4051,9.3827
2025-03,-4.6447,-3.2055
2025-04,7.4007,-5.6535
2025-05,28.6501,5.611
2025-06,64.3922,15.2331
2025-07,69.2603,19.117
2025-08,59.8286,22.6065
2025-09,62.5684,29.387
2025-10,136.5631,33.7318
2025-11,110.29,33.1196
2025-12,103.6513,32.2012
2026-01,145.7729,34.4492
2026-02,192.3664,31.493
2026-03,139.1456,18.3204
2026-04,317.8406,40.0969
2026-05,261.2038,51.548
2026-06,216.2075,47.2338
2026-07,121.3199,46.0243
2026-08,119.1553,48.3651
