Date,rate_447620.KS_5D,rate_VOO_20D
2022-11,0.0,0.0
2022-12,-7.2228,-4.7428
2023-01,-0.3618,3.6523
2023-02,3.8346,-0.6932
2023-03,5.2006,5.3282
2023-04,6.3683,7.1379
2023-05,9.854,7.2691
2023-06,11.7641,16.6176
2023-07,9.4311,21.2637
2023-08,10.2799,17.8012
2023-09,8.3658,9.3331
2023-10,6.8104,5.3581
2023-11,9.4887,18.6685
2023-12,9.7608,25.5175
2024-01,10.3752,27.5271
2024-02,9.2944,35.7872
2024-03,9.026,42.0977
2024-04,10.1611,33.6747
2024-05,13.8561,41.903
2024-06,17.5502,49.111
2024-07,13.7874,50.4279
2024-08,12.5291,54.1975
2024-09,12.2537,58.8453
2024-10,16.0331,55.9345
2024-11,16.2134,66.8493
2024-12,21.8667,60.8508
2025-01,19.915,65.4291
2025-02,15.6246,61.7416
2025-03,12.2182,49.1534
2025-04,11.0561,46.7054
2025-05,13.4629,57.9699
2025-06,15.7527,67.592
2025-07,19.8927,71.4759
2025-08,21.0063,74.9654
2025-09,22.4907,81.7459
2025-10,27.1796,86.0907
2025-11,27.4101,85.4785
2025-12,25.6101,84.5601
2026-01,24.3309,86.8081
2026-02,20.6661,83.8519
2026-03,18.3115,70.6793
2026-04,29.0957,92.4558
2026-05,34.3101,103.9069
2026-06,28.2034,99.5927
2026-07,27.2724,98.3832
2026-08,29.2574,106.831
