Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-02,100.0,5.2399,,NA,,NA,,NA,2.1013,-3.1386,1.1867,-4.0532,7.6814,2.4415,0.5769,-4.663,-3.9709,-9.2108,15.6632,10.4233,5.6771,0.4372,32.3899,27.15,-85.8277,-91.0676
2016-03,61.6,2.1013,,NA,,NA,,NA,-2.3287,-4.43,10.7358,8.6345,1.5776,-0.5237,-4.2909,-6.3922,-7.1936,-9.2949,18.5381,16.4368,9.5995,7.4982,32.1946,30.0933,-81.2864,-83.3877
2016-05,50.41,1.1867,,NA,,NA,,NA,10.7358,9.5491,7.6814,6.4947,4.1595,2.9728,-5.0152,-6.2019,-1.7222,-2.9089,31.4726,30.2859,6.4171,5.2305,14.4385,13.2518,,
2016-06,100.0,10.7358,,NA,,NA,,NA,5.9557,-4.7801,1.5776,-9.1582,5.2133,-5.5225,-10.6475,-21.3833,2.4035,-8.3322,16.4792,5.7435,13.0922,2.3565,15.3616,4.6258,,
2016-07,65.03,5.9557,,NA,,NA,,NA,7.6814,1.7257,0.8975,-5.0582,2.6586,-3.297,-8.0347,-13.9903,0.2563,-5.6994,16.6301,10.6744,22.0683,16.1126,31.4737,25.5181,,
2016-08,77.65,7.6814,,NA,,NA,,NA,1.5776,-6.1038,4.1595,-3.5219,0.5769,-7.1045,-9.3499,-17.0313,3.8739,-3.8075,15.9521,8.2707,18.8683,11.1869,30.1333,22.4519,,
2016-09,33.0,1.5776,,NA,,NA,,NA,0.8975,-0.6801,5.2133,3.6357,-4.2909,-5.8684,-5.7966,-7.3742,3.7422,2.1646,14.9808,13.4033,23.3776,21.8,26.6404,25.0628,,
2016-10,28.02,0.8975,,NA,,NA,,NA,4.1595,3.262,2.6586,1.7611,-4.4814,-5.3789,-0.2506,-1.1481,-1.1422,-2.0397,14.4407,13.5432,32.9621,32.0646,22.9856,22.0881,,
2016-11,51.89,4.1595,,NA,,NA,,NA,5.2133,1.0538,0.5769,-3.5826,-5.0152,-9.1747,2.6319,-1.5276,6.1036,1.9442,13.7257,9.5662,26.9057,22.7463,27.4391,23.2796,,
2016-12,59.6,5.2133,,NA,,NA,,NA,2.6586,-2.5546,-4.2909,-9.5041,-10.6475,-15.8608,2.4051,-2.8082,6.53,1.3167,7.7589,2.5456,47.887,42.6737,15.0824,9.8691,,
2017-01,40.91,2.6586,,NA,,NA,,NA,0.5769,-2.0818,-4.4814,-7.1401,-8.0347,-10.6933,-3.2121,-5.8707,8.738,6.0794,9.8748,7.2162,28.5891,25.9305,16.2732,13.6145,,
2017-02,25.68,0.5769,,NA,,NA,,NA,-4.2909,-4.8677,-5.0152,-5.5921,-9.3499,-9.9268,-3.9709,-4.5477,15.6632,15.0863,8.5845,8.0076,35.5193,34.9424,9.866,9.2891,,
2017-11,62.1,2.6319,,NA,,NA,,NA,2.4051,-0.2269,-3.9709,-6.6028,-1.7222,-4.3541,6.1036,3.4717,13.7257,11.0938,14.5125,11.8806,51.2592,48.6273,11.2374,8.6054,,
2017-12,61.04,2.4051,,NA,,NA,,NA,-3.2121,-5.6171,-7.1936,-9.5987,2.4035,-0.0015,6.53,4.1249,7.7589,5.3539,8.8625,6.4574,45.5113,43.1063,6.8226,4.4175,,
2018-06,61.03,2.4035,,NA,,NA,,NA,0.2563,-2.1473,3.7422,1.3387,6.53,4.1264,16.4792,14.0757,0.2178,-2.1858,13.0922,10.6887,15.3616,12.9581,7.1129,4.7094,,
2018-07,50.99,0.2563,,NA,,NA,,NA,3.8739,3.6177,-1.1422,-1.3984,8.738,8.4817,16.6301,16.3738,-12.6931,-12.9493,22.0683,21.812,31.4737,31.2175,2.0836,1.8273,,
2018-08,67.91,3.8739,,NA,,NA,,NA,3.7422,-0.1317,6.1036,2.2297,15.6632,11.7892,15.9521,12.0781,-11.9625,-15.8364,18.8683,14.9944,30.1333,26.2594,-9.7617,-13.6356,,
2018-09,67.29,3.7422,,NA,,NA,,NA,-1.1422,-4.8844,6.53,2.7878,18.5381,14.7959,14.9808,11.2386,-0.6879,-4.4301,23.3776,19.6354,26.6404,22.8982,-36.7134,-40.4556,,
2018-11,78.34,6.1036,,NA,,NA,,NA,6.53,0.4263,15.6632,9.5595,31.4726,25.369,13.7257,7.6221,14.5125,8.4089,26.9057,20.8021,27.4391,21.3355,-59.6645,-65.7681,,
2018-12,80.33,6.53,92.86,90-100,,NA,,NA,8.738,2.2081,18.5381,12.0082,16.4792,9.9493,7.7589,1.229,8.8625,2.3325,47.887,41.357,15.0824,8.5524,-58.544,-65.074,,
2019-01,90.66,8.738,93.06,90-100,,NA,,NA,15.6632,6.9252,20.3458,11.6078,16.6301,7.892,9.8748,1.1368,3.3878,-5.3502,28.5891,19.8511,16.2732,7.5352,-73.6265,-82.3646,,
2019-02,100.0,15.6632,97.22,90-100,,NA,,NA,18.5381,2.875,31.4726,15.8095,15.9521,0.2889,8.5845,-7.0787,5.6771,-9.9861,35.5193,19.8561,9.866,-5.7972,-85.8277,-101.4909,,
2019-03,100.0,18.5381,95.83,90-100,,NA,,NA,20.3458,1.8077,16.4792,-2.0589,14.9808,-3.5573,-1.0055,-19.5436,9.5995,-8.9386,58.1566,39.6184,2.9075,-15.6307,-81.2864,-99.8245,,
2019-04,100.0,20.3458,94.44,90-100,,NA,,NA,31.4726,11.1268,16.6301,-3.7157,14.4407,-5.9051,-5.2353,-25.5811,0.1564,-20.1894,56.0945,35.7487,4.2201,-16.1257,,,,
2019-05,100.0,31.4726,93.06,90-100,,NA,,NA,16.4792,-14.9934,15.9521,-15.5206,13.7257,-17.7469,-3.4532,-34.9259,6.4171,-25.0555,51.4573,19.9846,-1.2478,-32.7204,,,,
2019-06,64.4,16.4792,68.06,60-69,,NA,,NA,16.6301,0.1508,14.9808,-1.4984,7.7589,-8.7203,0.2178,-16.2615,13.0922,-3.387,47.0452,30.566,-11.8006,-28.2799,,,,
2019-07,64.76,16.6301,70.83,70-79,,NA,,NA,15.9521,-0.678,14.4407,-2.1893,9.8748,-6.7552,-12.6931,-29.3231,22.0683,5.4382,57.2407,40.6106,0.6984,-15.9316,,,,
2019-08,63.15,15.9521,68.06,60-69,,NA,,NA,14.9808,-0.9712,13.7257,-2.2263,8.5845,-7.3676,-11.9625,-27.9145,18.8683,2.9163,56.0807,40.1286,2.3976,-13.5544,,,,
2019-09,60.85,14.9808,56.94,50-59,,NA,,NA,14.4407,-0.5401,7.7589,-7.2219,-1.0055,-15.9863,-0.6879,-15.6687,23.3776,8.3968,50.6293,35.6485,1.3755,-13.6053,,,,
2019-10,59.56,14.4407,51.39,50-59,,NA,,NA,13.7257,-0.715,9.8748,-4.5659,-5.2353,-19.6761,9.1928,-5.2479,32.9621,18.5214,49.1757,34.735,11.1212,-3.3195,,,,
2019-11,57.87,13.7257,48.61,40-49,,NA,,NA,7.7589,-5.9668,8.5845,-5.1412,-3.4532,-17.179,14.5125,0.7868,26.9057,13.18,51.2592,37.5335,11.2374,-2.4884,,,,
2019-12,43.7,7.7589,40.28,40-49,,NA,,NA,9.8748,2.1159,-1.0055,-8.7644,0.2178,-7.5412,8.8625,1.1036,47.887,40.1281,45.5113,37.7524,6.8226,-0.9363,,,,
2020-01,48.72,9.8748,45.83,40-49,,NA,,NA,8.5845,-1.2904,-5.2353,-15.1102,-12.6931,-22.5679,3.3878,-6.487,28.5891,18.7143,36.5686,26.6938,12.5319,2.6571,,,,
2020-02,45.66,8.5845,40.28,40-49,,NA,,NA,-1.0055,-9.59,-3.4532,-12.0377,-11.9625,-20.5469,5.6771,-2.9074,35.5193,26.9348,32.3899,23.8054,25.5949,17.0104,,,,
2020-06,25.8,0.2178,23.61,20-29,,NA,,NA,-12.6931,-12.9108,-0.6879,-0.9056,8.8625,8.6447,13.0922,12.8745,47.0452,46.8275,15.3616,15.1438,7.1129,6.8952,,,,
