Date,rate_457480.KS_5D,rate_VOO_20D
2023-05,0.0,0.0
2023-06,25.3821,12.1322
2023-07,13.0996,16.7784
2023-08,9.7392,13.3159
2023-09,-1.7948,4.8477
2023-10,-18.245,0.8728
2023-11,-3.3881,14.1831
2023-12,5.7985,21.0322
2024-01,-16.2092,23.0418
2024-02,-4.4457,31.3019
2024-03,-10.6499,37.6124
2024-04,-0.9423,29.1893
2024-05,-7.6764,37.4177
2024-06,-2.7132,44.6256
2024-07,3.5372,45.9425
2024-08,-5.8495,49.7122
2024-09,11.0184,54.36
2024-10,10.7654,51.4492
2024-11,37.3873,62.364
2024-12,70.1861,56.3654
2025-01,52.1885,60.9437
2025-02,18.1054,57.2562
2025-03,5.8173,44.6681
2025-04,10.7188,42.22
2025-05,29.8067,53.4845
2025-06,21.4646,63.1067
2025-07,27.5149,66.9906
2025-08,32.9818,70.4801
2025-09,68.7032,77.2606
2025-10,79.5693,81.6053
2025-11,67.8424,80.9931
2025-12,76.4481,80.0747
2026-01,67.018,82.3227
2026-02,67.221,81.2924
