Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-01,,2.776,,NA,,NA,,NA,11.2315,8.4556,4.7209,1.9449,-7.0237,-9.7997,2.9479,0.1719,1.0713,-1.7047,20.9209,18.1449,19.4256,16.6496,75.344,72.568,63.955,61.179
2016-02,100.0,11.2315,,NA,,NA,,NA,7.7185,-3.513,-6.3005,-17.5321,4.61,-6.6216,-3.833,-15.0646,14.3729,3.1414,47.2556,36.0241,22.9136,11.682,83.2704,72.0389,123.9043,112.6728
2016-03,58.45,7.7185,,NA,,NA,,NA,4.7209,-2.9976,-9.5899,-17.3084,3.6688,-4.0497,6.8828,-0.8357,16.3624,8.6439,41.2934,33.5749,29.1199,21.4014,96.7312,89.0127,111.802,104.0835
2016-04,23.0,4.7209,,NA,,NA,,NA,-6.3005,-11.0215,-7.0237,-11.7447,-0.1014,-4.8223,4.9572,0.2363,21.1295,16.4085,40.5472,35.8262,20.5377,15.8168,97.7788,93.0579,,
2016-08,68.2,4.61,,NA,,NA,,NA,3.6688,-0.9411,6.9124,2.3025,-3.833,-8.443,1.6372,-2.9727,29.8782,25.2682,76.5346,71.9246,59.8315,55.2216,74.6753,70.0654,,
2016-09,63.68,3.6688,,NA,,NA,,NA,-0.1014,-3.7702,8.556,4.8871,6.8828,3.214,-4.4245,-8.0933,31.0335,27.3647,61.5169,57.8481,56.3987,52.7299,72.8909,69.2221,,
2016-11,79.26,6.9124,,NA,,NA,,NA,8.556,1.6435,-3.833,-10.7455,-0.1483,-7.0607,1.5862,-5.3263,37.0194,30.107,48.3684,41.4559,64.3094,57.397,102.8591,95.9466,,
2016-12,87.15,8.556,,NA,,NA,,NA,2.9479,-5.6081,6.8828,-1.6731,2.9245,-5.6314,-4.2121,-12.768,28.0342,19.4782,37.5647,29.0087,73.6922,65.1362,86.9876,78.4316,,
2017-01,60.22,2.9479,,NA,,NA,,NA,-3.833,-6.7809,4.9572,2.0094,5.7215,2.7736,1.0713,-1.8765,20.9209,17.973,53.7119,50.764,44.9014,41.9535,88.6067,85.6589,,
2017-03,79.11,6.8828,,NA,,NA,,NA,4.9572,-1.9256,2.9245,-3.9583,-4.4245,-11.3073,16.3624,9.4795,41.2934,34.4106,32.1697,25.2868,52.8206,45.9378,100.2859,93.4031,,
2017-04,69.87,4.9572,,NA,,NA,,NA,-0.1483,-5.1055,5.7215,0.7642,0.5416,-4.4156,21.1295,16.1722,40.5472,35.5899,29.267,24.3098,40.9248,35.9675,94.0155,89.0582,,
2017-06,60.1,2.9245,,NA,,NA,,NA,5.7215,2.7969,-4.4245,-7.349,-4.2121,-7.1366,24.9862,22.0616,63.3752,60.4506,18.557,15.6324,49.2266,46.302,114.9117,111.9871,,
2017-07,73.54,5.7215,,NA,,NA,,NA,1.6372,-4.0842,0.5416,-5.1798,1.0713,-4.6501,26.0144,20.2929,59.2373,53.5158,10.5154,4.7939,61.922,56.2005,121.8256,116.1042,,
2017-08,53.92,1.6372,,NA,,NA,,NA,-4.4245,-6.0617,1.5862,-0.0511,14.3729,12.7357,29.8782,28.241,76.5346,74.8973,16.4353,14.7981,71.8515,70.2143,150.1964,148.5591,,
2017-10,48.66,0.5416,,NA,,NA,,NA,1.5862,1.0445,1.0713,0.5297,21.1295,20.5878,29.6989,29.1573,53.0532,52.5116,28.6893,28.1477,79.15,78.6084,151.7236,151.182,,
