Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-03,100.0,2.2165,,NA,,NA,,NA,-0.1237,-2.3402,-9.6245,-11.8409,23.8675,21.6511,34.2239,32.0074,71.1266,68.9102,18.8954,16.679,92.0639,89.8475,251.4187,249.2023,6.3846,4.1682
2016-05,91.93,1.3642,,NA,,NA,,NA,-9.6245,-10.9887,9.1234,7.7592,12.3348,10.9706,27.9299,26.5657,68.4,67.0358,1.9052,0.5409,70.5907,69.2265,248.8817,247.5174,,
2016-07,91.17,1.1703,,NA,,NA,,NA,9.1234,7.9531,16.6571,15.4868,21.6211,20.4508,16.8498,15.6794,36.705,35.5347,16.7091,15.5388,54.9983,53.828,342.4745,341.3041,,
2016-08,100.0,9.1234,,NA,,NA,,NA,23.8675,14.7441,12.3348,3.2114,33.1751,24.0517,34.3525,25.2291,26.4222,17.2988,-6.1052,-15.2286,79.8531,70.7297,297.8371,288.7137,,
2016-09,100.0,23.8675,,NA,,NA,,NA,16.6571,-7.2104,19.5134,-4.3541,34.2239,10.3564,42.3468,18.4793,4.1101,-19.7575,0.9078,-22.9598,95.0101,71.1426,276.7366,252.869,,
2016-10,78.47,16.6571,,NA,,NA,,NA,12.3348,-4.3223,21.6211,4.964,18.7742,2.1171,61.9127,45.2556,2.5102,-14.1469,6.0141,-10.643,95.0532,78.3961,137.1625,120.5054,,
2016-11,65.57,12.3348,,NA,,NA,,NA,19.5134,7.1786,33.1751,20.8403,27.9299,15.5951,45.3243,32.9896,15.4008,3.0661,8.2202,-4.1146,170.2857,157.9509,161.6783,149.3436,,
2016-12,87.0,19.5134,,NA,,NA,,NA,21.6211,2.1077,34.2239,14.7105,11.7079,-7.8055,48.9666,29.4532,6.8047,-12.7086,23.0735,3.5602,196.2209,176.7076,207.9587,188.4453,,
2017-01,93.29,21.6211,,NA,,NA,,NA,33.1751,11.554,18.7742,-2.8469,16.8498,-4.7714,70.8653,49.2442,22.6675,1.0464,14.7166,-6.9046,153.6961,132.075,147.0409,125.4198,,
2017-02,100.0,33.1751,,NA,,NA,,NA,34.2239,1.0488,27.9299,-5.2452,34.3525,1.1774,66.438,33.2629,28.1568,-5.0183,-3.5333,-36.7085,176.5185,143.3434,171.4867,138.3115,,
2017-03,100.0,34.2239,,NA,,NA,,NA,18.7742,-15.4497,11.7079,-22.516,42.3468,8.123,71.1266,36.9028,18.8954,-15.3284,-27.9816,-62.2055,167.96,133.7361,138.666,104.4422,,
2017-04,64.77,18.7742,,NA,,NA,,NA,27.9299,9.1557,16.8498,-1.9245,61.9127,43.1385,50.0149,31.2407,30.3855,11.6113,-17.7185,-36.4927,124.3369,105.5627,129.8139,111.0397,,
2017-05,85.65,27.9299,,NA,,NA,,NA,11.7079,-16.222,34.3525,6.4226,45.3243,17.3945,68.4,40.4701,1.9052,-26.0247,-20.1916,-48.1215,168.0537,140.1238,132.1702,104.2404,,
2017-06,48.65,11.7079,,NA,,NA,,NA,16.8498,5.1418,42.3468,30.6389,48.9666,37.2587,43.778,32.07,10.1085,-1.5994,-0.7116,-12.4195,123.8517,112.1438,103.2024,91.4945,,
2017-07,60.38,16.8498,,NA,,NA,,NA,34.3525,17.5027,61.9127,45.0629,70.8653,54.0156,36.705,19.8552,16.7091,-0.1407,-3.093,-19.9428,195.8456,178.9958,141.9916,125.1419,,
2017-08,100.0,34.3525,,NA,,NA,,NA,42.3468,7.9944,45.3243,10.9719,66.438,32.0856,26.4222,-7.9303,-6.1052,-40.4576,-7.4969,-41.8494,210.1651,175.8126,134.3694,100.0169,,
2017-09,100.0,42.3468,,NA,,NA,,NA,61.9127,19.5658,48.9666,6.6198,71.1266,28.7798,4.1101,-38.2368,0.9078,-41.4391,0.0278,-42.3191,187.8919,145.5451,104.976,62.6292,,
2017-10,100.0,61.9127,,NA,,NA,,NA,45.3243,-16.5883,70.8653,8.9527,50.0149,-11.8978,2.5102,-59.4025,6.0141,-55.8986,24.922,-36.9906,170.2089,108.2962,96.9071,34.9944,,
2017-11,76.81,45.3243,,NA,,NA,,NA,48.9666,3.6423,66.438,21.1137,68.4,23.0756,15.4008,-29.9235,8.2202,-37.1042,32.9645,-12.3599,230.1056,184.7812,86.7801,41.4557,,
2017-12,81.9,48.9666,,NA,,NA,,NA,70.8653,21.8987,71.1266,22.16,43.778,-5.1887,6.8047,-42.1619,23.0735,-25.8931,51.7356,2.7689,171.5264,122.5598,57.0425,8.0759,,
2018-01,100.0,70.8653,,NA,,NA,,NA,66.438,-4.4273,50.0149,-20.8504,36.705,-34.1603,22.6675,-48.1978,14.7166,-56.1488,63.3076,-7.5577,215.8736,145.0083,6.2452,-64.6201,,
2018-02,94.5,66.438,,NA,,NA,,NA,71.1266,4.6886,68.4,1.9619,26.4222,-40.0159,28.1568,-38.2812,-3.5333,-69.9714,93.5018,27.0638,236.6335,170.1954,-13.1183,-79.5563,,
2018-03,100.0,71.1266,,NA,,NA,,NA,50.0149,-21.1117,43.778,-27.3487,4.1101,-67.0166,18.8954,-52.2312,-27.9816,-99.1082,92.0639,20.9373,251.4187,180.2921,-27.6904,-98.8171,,
