Date,rate_287180.KS_5D,rate_VOO_20D
2017-12,0.0,0.0
2018-01,5.2091,6.5451
2018-02,5.313,0.7394
2018-03,0.1688,-3.0486
2018-04,-0.1064,-3.3164
2018-05,5.3729,-1.1322
2018-06,5.5505,-0.9601
2018-07,7.9081,2.635
2018-08,9.2078,5.8486
2018-09,5.0563,5.7334
2018-10,-3.7774,-3.743
2018-11,-2.493,-2.0816
2018-12,-9.3149,-13.1402
2019-01,1.3339,-4.8197
2019-02,8.3782,-1.4972
2019-03,11.3651,0.2586
2019-04,23.9544,4.5599
2019-05,10.7116,-4.0147
2019-06,15.4094,3.7598
2019-07,25.2604,4.9591
2019-08,19.64,2.3013
2019-09,19.5514,4.2007
2019-10,21.5355,6.3898
2019-11,28.1759,10.3843
2019-12,30.9754,13.6072
2020-01,37.0919,12.8306
2020-02,22.3204,1.3098
2020-03,15.357,-14.3634
2020-04,27.2406,-0.7227
2020-05,35.8408,4.6361
2020-06,38.1796,6.4353
2020-07,46.0583,13.3912
2020-08,53.2967,22.1364
2020-09,42.2248,15.9727
2020-10,35.1545,11.822
2020-11,46.5779,25.7685
2020-12,51.469,30.4254
2021-01,56.7723,28.0241
2021-02,58.9664,31.304
2021-03,57.2232,38.4636
2021-04,63.9618,45.8887
2021-05,58.8923,45.9555
2021-06,71.2299,48.6945
2021-07,74.0426,51.7693
2021-08,84.7646,55.7774
2021-09,75.643,46.4366
2021-10,80.8265,57.1777
2021-11,91.1236,54.7536
2021-12,89.9952,61.6629
2022-01,57.6115,50.989
2022-02,57.8368,44.8768
2022-03,65.9702,50.2579
2022-04,49.7438,34.281
2022-05,41.8129,33.952
2022-06,30.3241,20.4589
2022-07,45.7561,32.9099
2022-08,40.8352,25.8745
2022-09,31.8479,11.7626
2022-10,28.3505,22.1411
2022-11,22.6066,29.5016
2022-12,11.6518,20.2464
2023-01,22.9592,28.6415
2023-02,36.4872,24.296
2023-03,41.9331,30.3173
2023-04,38.1312,32.1271
2023-05,56.6093,32.2583
2023-06,60.7383,41.6067
2023-07,62.794,46.2529
2023-08,64.657,42.7904
2023-09,58.3327,34.3223
2023-10,52.0565,30.3473
2023-11,70.8241,43.6577
2023-12,85.0098,50.5067
2024-01,94.5264,52.5163
2024-02,99.781,60.7764
2024-03,103.7928,67.0869
2024-04,99.9153,58.6639
2024-05,101.7753,66.8922
2024-06,111.9805,74.1002
2024-07,97.7559,75.417
2024-08,93.7678,79.1867
2024-09,91.1517,83.8345
2024-10,99.6285,80.9237
2024-11,105.1608,91.8385
2024-12,110.3178,85.84
2025-01,113.435,90.4182
2025-02,102.1283,86.7308
2025-03,84.3437,74.1426
2025-04,82.1268,71.6946
2025-05,92.2265,82.959
2025-06,105.6225,92.5812
2025-07,117.067,96.4651
2025-08,111.244,99.9546
2025-09,127.3882,106.7351
2025-10,142.1277,111.0798
2025-11,132.2316,110.4677
2025-12,132.7404,109.5493
2026-01,137.913,111.7973
2026-02,122.4979,108.841
2026-03,116.8733,95.6685
2026-04,161.8616,117.445
2026-05,216.9133,128.8961
2026-06,236.4712,124.5819
2026-07,187.122,123.3723
