Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-01,,9.78,,NA,,NA,,NA,8.2874,-1.4926,6.068,-3.712,-1.0257,-10.8057,-5.3706,-15.1506,-7.4793,-17.2593,6.5137,-3.2663,-24.0458,-33.8258,-15.5533,-25.3333,-56.0835,-65.8635
2016-02,0.0,8.2874,,NA,,NA,,NA,11.6828,3.3954,-0.1358,-8.4232,-8.3012,-16.5886,-4.9988,-13.2862,-10.3543,-18.6418,12.1672,3.8798,-33.538,-41.8254,-14.871,-23.1584,-45.7964,-54.0838
2016-03,100.0,11.6828,,NA,,NA,,NA,6.068,-5.6149,4.7049,-6.9779,-8.4672,-20.15,-7.4378,-19.1206,-1.7974,-13.4802,11.9511,0.2683,-25.79,-37.4728,-15.6043,-27.2871,-50.1662,-61.849
2016-04,0.0,6.068,,NA,,NA,,NA,-0.1358,-6.2037,-1.0257,-7.0936,-5.2821,-11.3501,-8.8331,-14.901,2.2791,-3.7889,7.3852,1.3173,-27.169,-33.2369,-16.1972,-22.2651,,
2016-06,40.96,4.7049,,NA,,NA,,NA,-1.0257,-5.7306,-8.4672,-13.1721,-4.6875,-9.3924,-12.5796,-17.2845,4.1015,-0.6034,5.8449,1.14,-37.5992,-42.3041,-26.502,-31.2069,,
2017-11,62.68,2.6279,,NA,,NA,,NA,-1.6661,-4.294,-10.3543,-12.9822,1.302,-1.3259,7.0271,4.3991,-0.4382,-3.0661,-17.7725,-20.4004,-19.8042,-22.4322,-6.829,-9.4569,,
2018-04,61.24,2.2791,,NA,,NA,,NA,1.302,-0.9771,-6.2213,-8.5004,3.7161,1.437,7.3852,5.1062,-8.0676,-10.3467,-27.169,-29.4481,-16.1972,-18.4763,-19.3442,-21.6233,,
2018-05,57.21,1.302,,NA,,NA,,NA,4.1015,2.7995,-8.1458,-9.4477,7.0271,5.7251,13.1853,11.8833,-12.8914,-14.1934,-30.1653,-31.4673,-24.2498,-25.5518,-28.8637,-30.1657,,
2018-06,68.75,4.1015,,NA,,NA,,NA,-6.2213,-10.3228,-6.6059,-10.7074,9.6792,5.5777,5.8449,1.7433,-18.0695,-22.171,-37.5992,-41.7007,-26.502,-30.6035,-30.9795,-35.081,,
2018-10,67.16,3.7161,,NA,,NA,,NA,7.0271,3.3109,6.5137,2.7975,7.3852,3.6691,13.3166,9.6005,-3.6044,-7.3205,-38.1212,-41.8373,-17.4405,-21.1566,-58.7404,-62.4565,,
2018-11,80.81,7.0271,,NA,,NA,,NA,9.6792,2.6521,12.1672,5.1401,13.1853,6.1582,-0.4382,-7.4653,-17.7725,-24.7996,-39.1674,-46.1944,-29.4304,-36.4575,-52.3773,-59.4043,,
2018-12,91.74,9.6792,95.71,90-100,,NA,,NA,6.5137,-3.1655,11.9511,2.2719,5.8449,-3.8343,-3.8614,-13.5406,-21.7752,-31.4544,-36.193,-45.8722,-38.2155,-47.8947,-57.664,-67.3432,,
2019-01,78.69,6.5137,90.28,90-100,,NA,,NA,12.1672,5.6535,7.3852,0.8716,0.2242,-6.2894,-3.4,-9.9137,-24.0458,-30.5594,-26.6092,-33.1228,-47.4922,-54.0059,-56.0835,-62.5971,,
2019-02,100.0,12.1672,97.22,90-100,,NA,,NA,11.9511,-0.2161,13.1853,1.0181,9.6059,-2.5613,-9.9121,-22.0793,-33.538,-45.7052,-24.8368,-37.004,-46.42,-58.5872,-45.7964,-57.9636,,
2019-03,99.13,11.9511,95.83,90-100,,NA,,NA,7.3852,-4.5658,5.8449,-6.1062,13.5916,1.6406,-7.5025,-19.4535,-25.79,-37.7411,-18.3221,-30.2732,-42.2544,-54.2054,-50.1662,-62.1173,,
2019-04,80.68,7.3852,87.5,80-89,,NA,,NA,13.1853,5.8,0.2242,-7.161,13.3166,5.9314,-8.0676,-15.4529,-27.169,-34.5542,-3.8346,-11.2198,-29.2609,-36.6461,,,,
2019-05,100.0,13.1853,97.22,90-100,,NA,,NA,5.8449,-7.3404,9.6059,-3.5794,-0.4382,-13.6235,-12.8914,-26.0767,-30.1653,-43.3506,-6.6223,-19.8076,-23.4374,-36.6227,,,,
2019-06,71.51,5.8449,79.17,70-79,,NA,,NA,0.2242,-5.6206,13.5916,7.7468,-3.8614,-9.7063,-18.0695,-23.9143,-37.5992,-43.4441,-3.9791,-9.824,-31.8514,-37.6962,,,,
2019-07,49.69,0.2242,62.5,60-69,,NA,,NA,9.6059,9.3817,13.3166,13.0924,-3.4,-3.6242,-10.0857,-10.3099,-35.6711,-35.8953,-11.767,-11.9912,-20.3307,-20.5549,,,,
2019-08,86.11,9.6059,87.5,80-89,,NA,,NA,13.5916,3.9857,-0.4382,-10.0442,-9.9121,-19.518,-27.5275,-37.1334,-36.4641,-46.07,-8.1114,-17.7173,-22.6763,-32.2823,,,,
2019-09,100.0,13.5916,95.83,90-100,,NA,,NA,13.3166,-0.275,-3.8614,-17.4531,-7.5025,-21.0941,-14.5887,-28.1804,-33.2967,-46.8884,-10.8965,-24.4882,-8.1479,-21.7395,,,,
2019-10,98.95,13.3166,87.5,80-89,,NA,,NA,-0.4382,-13.7549,-3.4,-16.7166,-8.0676,-21.3843,-3.6044,-16.921,-38.1212,-51.4378,-21.9027,-35.2193,-5.7562,-19.0728,,,,
