Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-03,100.0,2.162,,NA,,NA,,NA,5.9989,3.8369,-1.3316,-3.4937,0.5942,-1.5679,-2.4346,-4.5966,24.481,22.319,-12.7803,-14.9423,22.6215,20.4595,2.7679,0.6059,-21.6143,-23.7764
2016-04,100.0,5.9989,,NA,,NA,,NA,5.2586,-0.7404,1.9711,-4.0278,-3.7713,-9.7703,-3.1394,-9.1384,17.9266,11.9277,-2.6732,-8.6722,29.58,23.5811,0.8087,-5.1902,,
2016-05,88.59,5.2586,,NA,,NA,,NA,-1.3316,-6.5902,4.0465,-1.2121,1.267,-3.9916,2.4812,-2.7773,17.7973,12.5388,-12.3256,-17.5842,41.7831,36.5246,-3.0501,-8.3086,,
2016-07,45.05,1.9711,,NA,,NA,,NA,4.0465,2.0754,-3.7713,-5.7424,-1.7307,-3.7018,3.4813,1.5102,4.4285,2.4574,-7.9371,-9.9081,31.321,29.3499,1.4157,-0.5554,,
2016-08,73.37,4.0465,,NA,,NA,,NA,0.5942,-3.4523,1.267,-2.7795,-1.9595,-6.006,1.5681,-2.4784,-5.5459,-9.5924,-17.0218,-21.0683,43.5667,39.5202,-4.6097,-8.6562,,
2016-09,26.27,0.5942,,NA,,NA,,NA,-3.7713,-4.3655,2.2248,1.6307,-2.4346,-3.0287,6.8767,6.2825,-7.2626,-7.8568,-12.4577,-13.0519,30.7173,30.1231,-7.9226,-8.5168,,
2016-11,51.57,1.267,,NA,,NA,,NA,2.2248,0.9578,-1.9595,-3.2265,2.4812,1.2142,14.4736,13.2066,-11.1934,-12.4604,-6.7501,-8.0171,34.7755,33.5085,5.6007,4.3337,,
2016-12,61.37,2.2248,,NA,,NA,,NA,-1.7307,-3.9555,-2.4346,-4.6594,4.9308,2.706,17.6233,15.3985,-8.4814,-10.7062,-7.711,-9.9358,29.826,27.6012,12.8261,10.6013,,
2017-05,64.0,2.4812,,NA,,NA,,NA,4.9308,2.4496,1.5681,-0.9131,14.4736,11.9924,17.7973,15.3161,-12.3256,-14.8069,6.7447,4.2634,-1.4236,-3.9048,-15.5241,-18.0053,,
2017-06,89.07,4.9308,,NA,,NA,,NA,3.4813,-1.4495,6.8767,1.9459,17.6233,12.6925,8.0119,3.0811,-5.838,-10.7688,9.0621,4.1313,0.9736,-3.9572,-16.6431,-21.5739,,
2017-07,74.23,3.4813,,NA,,NA,,NA,1.5681,-1.9132,10.3293,6.8479,23.0628,19.5815,4.4285,0.9471,-7.9371,-11.4184,9.1806,5.6992,1.995,-1.4864,1.4684,-2.0129,,
2017-08,54.65,1.5681,,NA,,NA,,NA,6.8767,5.3086,14.4736,12.9055,23.5752,22.0071,-5.5459,-7.114,-17.0218,-18.5899,4.4014,2.8333,7.6683,6.1002,2.4537,0.8856,,
2017-09,100.0,6.8767,,NA,,NA,,NA,10.3293,3.4526,17.6233,10.7466,24.481,17.6043,-7.2626,-14.1393,-12.4577,-19.3344,3.0251,-3.8516,-4.7181,-11.5948,8.6364,1.7597,,
2017-10,100.0,10.3293,,NA,,NA,,NA,14.4736,4.1443,23.0628,12.7335,17.9266,7.5973,-13.5614,-23.8907,-10.7579,-21.0872,15.2991,4.9698,6.8235,-3.5058,17.5868,7.2575,,
2017-11,100.0,14.4736,,NA,,NA,,NA,17.6233,3.1497,23.5752,9.1016,17.7973,3.3237,-11.1934,-25.667,-6.7501,-21.2238,24.8861,10.4125,15.1323,0.6586,14.8721,0.3985,,
2017-12,100.0,17.6233,,NA,,NA,,NA,23.0628,5.4395,24.481,6.8577,8.0119,-9.6114,-8.4814,-26.1047,-7.711,-25.3343,25.5326,7.9093,23.0124,5.3891,21.3258,3.7025,,
