Date,rate_105560.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,-4.5511,-1.8027
2016-03,3.9278,4.5695
2016-04,12.192,3.6217
2016-05,7.5536,4.6859
2016-06,1.7805,4.2011
2016-07,9.4816,7.3141
2016-08,19.471,6.5393
2016-09,13.9633,5.8417
2016-10,25.7583,3.4057
2016-11,22.9105,7.0013
2016-12,26.6452,8.6582
2017-01,36.7998,9.9058
2017-02,33.7683,13.4199
2017-03,37.397,12.5861
2017-04,38.0848,12.9516
2017-05,45.3151,13.7442
2017-06,53.8217,14.6714
2017-07,55.4307,16.2352
2017-08,42.3693,15.7466
2017-09,42.1672,17.3266
2017-10,45.993,19.2474
2017-11,47.6426,22.0133
2017-12,58.9508,22.6523
2018-01,66.2047,28.4864
2018-02,55.7074,22.6807
2018-03,45.7348,18.8927
2018-04,45.2863,18.6249
2018-05,21.6833,20.8091
2018-06,23.2593,20.9812
2018-07,24.3633,24.5763
2018-08,19.2078,27.7899
2018-09,24.3562,27.6747
2018-10,8.0806,18.1983
2018-11,7.3748,19.8597
2018-12,9.9367,8.8011
2019-01,13.3145,17.1215
2019-02,4.2474,20.4441
2019-03,-1.7223,22.1999
2019-04,8.3894,26.5012
2019-05,2.5736,17.9266
2019-06,7.3026,25.7011
2019-07,1.3765,26.9004
2019-08,-7.2755,24.2426
2019-09,-0.1043,26.142
2019-10,-1.8445,28.3311
2019-11,7.7605,32.3256
2019-12,26.8022,35.5485
2020-01,16.4507,34.7719
2020-02,2.7969,23.2511
2020-03,-8.73,7.5779
2020-04,-7.8502,21.2186
2020-05,-9.6912,26.5774
2020-06,-9.6772,28.3766
2020-07,-6.0653,35.3325
2020-08,-1.6937,44.0777
2020-09,0.1754,37.914
2020-10,6.9682,33.7633
2020-11,20.8204,47.7098
2020-12,19.9755,52.3667
2021-01,11.1057,49.9654
2021-02,20.4751,53.2453
2021-03,54.1306,60.4049
2021-04,49.2301,67.83
2021-05,59.5922,67.8968
2021-06,52.6211,70.6358
2021-07,39.6647,73.7106
2021-08,43.4158,77.7187
2021-09,49.2533,68.3779
2021-10,52.041,79.119
2021-11,41.1531,76.6949
2021-12,52.2293,83.6042
2022-01,63.8941,72.9303
2022-02,61.3882,66.8181
2022-03,68.4687,72.1992
2022-04,59.9386,56.2223
2022-05,64.3261,55.8933
2022-06,31.7161,42.4002
2022-07,32.128,54.8512
2022-08,34.4567,47.8158
2022-09,19.8525,33.7039
2022-10,31.5034,44.0824
2022-11,43.2792,51.4429
2022-12,35.8139,42.1877
2023-01,56.3068,50.5828
2023-02,42.5742,46.2373
2023-03,33.3944,52.2586
2023-04,38.1731,54.0684
2023-05,33.5741,54.1996
2023-06,33.9506,63.548
2023-07,42.6603,68.1942
2023-08,50.7936,64.7317
2023-09,55.0026,56.2636
2023-10,43.813,52.2886
2023-11,45.8589,65.5989
2023-12,50.1042,72.448
2024-01,56.4949,74.4576
2024-02,79.0344,82.7177
2024-03,97.2624,89.0282
2024-04,113.5624,80.6052
2024-05,123.1098,88.8335
2024-06,121.5983,96.0415
2024-07,146.7468,97.3583
2024-08,139.7517,101.128
2024-09,131.1664,105.7758
2024-10,156.6212,102.865
2024-11,171.8027,113.7798
2024-12,132.8716,107.7813
2025-01,156.2303,112.3595
2025-02,119.8275,108.6721
2025-03,120.7003,96.0839
2025-04,150.7304,93.6359
2025-05,195.9243,104.9003
2025-06,212.8072,114.5225
2025-07,210.9574,118.4064
2025-08,209.3483,121.8959
2025-09,228.3837,128.6764
2025-10,229.55,133.0211
2025-11,253.2629,132.409
2025-12,250.8274,131.4906
2026-01,278.1098,133.7386
2026-02,346.4228,130.7823
2026-03,295.9066,117.6098
2026-04,345.0443,139.3863
2026-05,318.1596,150.8374
2026-06,338.7646,146.5232
2026-07,362.1472,145.3136
2026-08,370.6399,151.1985
