Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-02,100.0,3.1605,,NA,,NA,,NA,-0.6854,-3.8459,7.7953,4.6348,9.9269,6.7664,17.1582,13.9978,34.2048,31.0443,51.2578,48.0973,58.781,55.6206,59.8398,56.6793,43.7492,40.5887
2016-04,100.0,4.5998,,NA,,NA,,NA,7.7953,3.1956,8.9188,4.319,10.209,5.6092,17.1758,12.576,35.1594,30.5596,50.43,45.8302,83.5007,78.9009,42.1563,37.5565,,
2016-05,100.0,7.7953,,NA,,NA,,NA,7.0768,-0.7185,9.9269,2.1316,23.3741,15.5788,11.4779,3.6826,42.8765,35.0811,48.2309,40.4356,65.3996,57.6043,28.8449,21.0496,,
2016-06,93.76,7.0768,,NA,,NA,,NA,8.9188,1.842,9.5774,2.5006,17.2798,10.203,5.4422,-1.6346,38.5923,31.5155,65.3491,58.2723,60.26,53.1832,29.0706,21.9939,,
2016-07,100.0,8.9188,,NA,,NA,,NA,9.9269,1.0081,10.209,1.2902,13.9068,4.988,10.9149,1.9961,49.1664,40.2476,73.9991,65.0803,73.7603,64.8416,11.0515,2.1328,,
2016-08,100.0,9.9269,,NA,,NA,,NA,9.5774,-0.3495,23.3741,13.4472,17.1582,7.2313,22.6509,12.724,57.537,47.6101,86.1448,76.2179,73.3255,63.3986,29.274,19.3471,,
2016-09,97.44,9.5774,,NA,,NA,,NA,10.209,0.6316,17.2798,7.7024,10.9569,1.3795,27.4802,17.9028,62.3164,52.739,90.8144,81.237,62.3686,52.7912,32.2534,22.676,,
2016-10,100.0,10.209,,NA,,NA,,NA,23.3741,13.1652,13.9068,3.6978,17.1758,6.9668,33.1751,22.9661,49.8838,39.6748,91.1774,80.9684,60.176,49.967,19.7016,9.4926,,
2016-11,100.0,23.3741,,NA,,NA,,NA,17.2798,-6.0943,17.1582,-6.2159,11.4779,-11.8962,42.5012,19.127,48.6808,25.3066,92.7441,69.3699,42.7607,19.3865,18.6121,-4.762,,
2016-12,77.51,17.2798,,NA,,NA,,NA,13.9068,-3.373,10.9569,-6.3229,5.4422,-11.8376,34.8202,17.5403,44.8977,27.6179,89.8729,72.5931,45.512,28.2322,30.5525,13.2727,,
2017-01,65.07,13.9068,,NA,,NA,,NA,17.1582,3.2514,17.1758,3.269,10.9149,-2.9919,35.0498,21.143,47.6869,33.7801,99.9584,86.0516,46.3908,32.484,14.9191,1.0123,,
2017-02,77.06,17.1582,,NA,,NA,,NA,10.9569,-6.2014,11.4779,-5.6803,22.6509,5.4926,34.2048,17.0466,51.2578,34.0996,91.1972,74.0389,54.9905,37.8323,9.6787,-7.4795,,
2017-03,54.18,10.9569,,NA,,NA,,NA,17.1758,6.2189,5.4422,-5.5147,27.4802,16.5233,36.9524,25.9955,48.3624,37.4055,79.4968,68.5399,70.1392,59.1823,3.3569,-7.5999,,
2017-04,77.13,17.1758,,NA,,NA,,NA,11.4779,-5.6978,10.9149,-6.2609,33.1751,15.9993,35.1594,17.9836,50.43,33.2542,82.0318,64.856,63.3745,46.1987,-10.4238,-27.5995,,
2017-05,56.1,11.4779,,NA,,NA,,NA,5.4422,-6.0357,22.6509,11.1729,42.5012,31.0232,42.8765,31.3985,48.2309,36.753,104.6506,93.1727,48.8476,37.3697,-12.4898,-23.9678,,
2017-06,33.83,5.4422,,NA,,NA,,NA,10.9149,5.4726,27.4802,22.038,34.8202,29.3779,38.5923,33.1501,65.3491,59.9068,61.867,56.4248,45.9634,40.5212,-24.4034,-29.8456,,
2017-07,54.03,10.9149,,NA,,NA,,NA,22.6509,11.736,33.1751,22.2602,35.0498,24.135,49.1664,38.2515,73.9991,63.0842,50.7341,39.8192,40.5008,29.586,-11.5006,-22.4155,,
2017-08,97.33,22.6509,,NA,,NA,,NA,27.4802,4.8293,42.5012,19.8503,34.2048,11.5539,57.537,34.8861,86.1448,63.4939,44.598,21.9471,34.9354,12.2845,-11.3024,-33.9533,,
2017-09,100.0,27.4802,,NA,,NA,,NA,33.1751,5.6949,34.8202,7.3399,36.9524,9.4721,62.3164,34.8362,90.8144,63.3342,47.1772,19.697,32.7959,5.3157,-14.6861,-42.1663,,
2017-10,100.0,33.1751,,NA,,NA,,NA,42.5012,9.3261,35.0498,1.8747,35.1594,1.9843,49.8838,16.7087,91.1774,58.0023,49.2505,16.0754,51.271,18.0959,-4.9742,-38.1493,,
2017-11,100.0,42.5012,,NA,,NA,,NA,34.8202,-7.681,34.2048,-8.2964,42.8765,0.3753,48.6808,6.1796,92.7441,50.2429,74.2383,31.7371,53.5215,11.0204,-3.8763,-46.3774,,
2017-12,83.38,34.8202,,NA,,NA,,NA,35.0498,0.2297,36.9524,2.1322,38.5923,3.7721,44.8977,10.0775,89.8729,55.0527,75.6801,40.8599,51.7287,16.9085,-7.9734,-42.7936,,
2018-01,83.88,35.0498,,NA,,NA,,NA,34.2048,-0.845,35.1594,0.1096,49.1664,14.1165,47.6869,12.6371,99.9584,64.9086,55.8599,20.81,53.9455,18.8957,6.7117,-28.3381,,
2018-02,82.05,34.2048,,NA,,NA,,NA,36.9524,2.7476,42.8765,8.6716,57.537,23.3322,51.2578,17.053,91.1972,56.9923,58.781,24.5762,59.8398,25.635,10.8867,-23.3182,,
2018-03,88.0,36.9524,,NA,,NA,,NA,35.1594,-1.793,38.5923,1.6399,62.3164,25.364,48.3624,11.41,79.4968,42.5444,73.9147,36.9624,60.8322,23.8798,15.0682,-21.8842,,
2018-04,84.12,35.1594,,NA,,NA,,NA,42.8765,7.7171,49.1664,14.007,49.8838,14.7244,50.43,15.2706,82.0318,46.8724,83.5007,48.3413,42.1563,6.9969,3.1718,-31.9876,,
2018-05,100.0,42.8765,,NA,,NA,,NA,38.5923,-4.2842,57.537,14.6606,48.6808,5.8043,48.2309,5.3544,104.6506,61.7742,65.3996,22.5231,28.8449,-14.0315,4.8214,-38.0551,,
2018-06,90.81,38.5923,,NA,,NA,,NA,49.1664,10.5741,62.3164,23.7241,44.8977,6.3054,65.3491,26.7568,61.867,23.2747,60.26,21.6677,29.0706,-9.5216,-0.1473,-38.7396,,
2018-07,100.0,49.1664,,NA,,NA,,NA,57.537,8.3707,49.8838,0.7175,47.6869,-1.4794,73.9991,24.8327,50.7341,1.5677,73.7603,24.594,11.0515,-38.1148,11.0654,-38.101,,
2018-08,100.0,57.537,,NA,,NA,,NA,62.3164,4.7794,48.6808,-8.8562,51.2578,-6.2792,86.1448,28.6078,44.598,-12.939,73.3255,15.7885,29.274,-28.263,1.1533,-56.3837,,
2018-09,100.0,62.3164,,NA,,NA,,NA,49.8838,-12.4326,44.8977,-17.4187,48.3624,-13.954,90.8144,28.498,47.1772,-15.1392,62.3686,0.0522,32.2534,-30.063,13.0418,-49.2746,,
2018-10,81.18,49.8838,,NA,,NA,,NA,48.6808,-1.2031,47.6869,-2.1969,50.43,0.5462,91.1774,41.2936,49.2505,-0.6334,60.176,10.2921,19.7016,-30.1822,-16.7757,-66.6596,,
2018-11,79.35,48.6808,,NA,,NA,,NA,44.8977,-3.7831,51.2578,2.577,48.2309,-0.4499,92.7441,44.0633,74.2383,25.5575,42.7607,-5.9201,18.6121,-30.0687,-28.2899,-76.9707,,
2018-12,73.63,44.8977,18.57,10-19,,NA,,NA,47.6869,2.7893,48.3624,3.4647,65.3491,20.4514,89.8729,44.9752,75.6801,30.7824,45.512,0.6143,30.5525,-14.3452,-23.6688,-68.5665,,
2019-01,77.85,47.6869,29.17,20-29,,NA,,NA,51.2578,3.5709,50.43,2.7431,73.9991,26.3121,99.9584,52.2715,55.8599,8.1729,46.3908,-1.2962,14.9191,-32.7679,17.5633,-30.1236,,
2019-02,83.26,51.2578,40.28,40-49,,NA,,NA,48.3624,-2.8954,48.2309,-3.0269,86.1448,34.887,91.1972,39.9394,58.781,7.5232,54.9905,3.7328,9.6787,-41.579,43.7492,-7.5086,,
2019-03,78.87,48.3624,29.17,20-29,,NA,,NA,50.43,2.0676,65.3491,16.9866,90.8144,42.452,79.4968,31.1343,73.9147,25.5523,70.1392,21.7768,3.3569,-45.0055,36.384,-11.9785,,
2019-04,82.0,50.43,37.5,30-39,,NA,,NA,48.2309,-2.1991,73.9991,23.5691,91.1774,40.7474,82.0318,31.6018,83.5007,33.0707,63.3745,12.9445,-10.4238,-60.8538,,,,
2019-05,78.67,48.2309,29.17,20-29,,NA,,NA,65.3491,17.1181,86.1448,37.9139,92.7441,44.5132,104.6506,56.4197,65.3996,17.1687,48.8476,0.6167,-12.4898,-60.7207,,,,
2019-06,100.0,65.3491,83.33,80-89,,NA,,NA,73.9991,8.65,90.8144,25.4654,89.8729,24.5238,61.867,-3.4821,60.26,-5.0891,45.9634,-19.3857,-24.4034,-89.7525,,,,
2019-07,100.0,73.9991,83.33,80-89,,NA,,NA,86.1448,12.1457,91.1774,17.1783,99.9584,25.9593,50.7341,-23.265,73.7603,-0.2388,40.5008,-33.4982,-11.5006,-85.4997,,,,
2019-08,100.0,86.1448,83.33,80-89,,NA,,NA,90.8144,4.6696,92.7441,6.5993,91.1972,5.0523,44.598,-41.5468,73.3255,-12.8193,34.9354,-51.2094,-11.3024,-97.4472,,,,
2019-09,100.0,90.8144,81.94,80-89,,NA,,NA,91.1774,0.363,89.8729,-0.9415,79.4968,-11.3177,47.1772,-43.6372,62.3686,-28.4458,32.7959,-58.0185,-14.6861,-105.5005,,,,
2019-10,100.0,91.1774,81.94,80-89,,NA,,NA,92.7441,1.5667,99.9584,8.781,82.0318,-9.1457,49.2505,-41.927,60.176,-31.0014,51.271,-39.9064,-4.9742,-96.1517,,,,
2019-11,100.0,92.7441,81.94,80-89,,NA,,NA,89.8729,-2.8712,91.1972,-1.5469,104.6506,11.9065,74.2383,-18.5058,42.7607,-49.9834,53.5215,-39.2225,-3.8763,-96.6204,,,,
