Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-01,,4.0,,NA,,NA,,NA,23.1603,19.1603,7.2831,3.2831,12.4794,8.4794,-11.8359,-15.8359,-10.718,-14.718,-19.6686,-23.6686,-46.821,-50.821,-44.2001,-48.2001,-102.2429,-106.2429
2016-02,100.0,23.1603,,NA,,NA,,NA,12.5635,-10.5967,1.6757,-21.4846,14.0255,-9.1348,-15.393,-38.5532,-7.7728,-30.9331,-22.7435,-45.9038,-42.6292,-65.7894,-49.6572,-72.8174,-98.1799,-121.3402
2016-03,44.69,12.5635,,NA,,NA,,NA,7.2831,-5.2804,5.8739,-6.6896,11.0507,-1.5128,-15.9291,-28.4926,-6.3088,-18.8724,-12.1758,-24.7393,-39.2075,-51.771,-55.5114,-68.0749,-103.6825,-116.246
2016-04,17.14,7.2831,,NA,,NA,,NA,1.6757,-5.6074,12.4794,5.1963,5.9138,-1.3693,-12.1014,-19.3846,-11.214,-18.4972,-7.9348,-15.2179,-41.8576,-49.1408,-52.1186,-59.4017,,
2016-05,0.0,1.6757,,NA,,NA,,NA,5.8739,4.1982,14.0255,12.3498,-19.6592,-21.3349,-23.3835,-25.0592,-17.1854,-18.8611,2.1682,0.4925,-36.1195,-37.7952,-70.793,-72.4687,,
2016-06,19.54,5.8739,,NA,,NA,,NA,12.4794,6.6055,11.0507,5.1768,-12.6173,-18.4912,-15.5432,-21.4172,-15.4005,-21.2744,1.5477,-4.3262,-48.8369,-54.7108,-79.2976,-85.1716,,
2016-07,50.29,12.4794,,NA,,NA,,NA,14.0255,1.546,5.9138,-6.5656,-11.8359,-24.3153,-15.9088,-28.3883,-36.301,-48.7804,-2.2323,-14.7117,-56.0219,-68.5013,-76.0411,-88.5205,,
2016-08,57.48,14.0255,,NA,,NA,,NA,11.0507,-2.9748,-19.6592,-33.6847,-15.393,-29.4184,-15.1393,-29.1648,-30.768,-44.7934,21.5331,7.5077,-47.9731,-61.9986,-75.7425,-89.7679,,
2016-09,43.64,11.0507,,NA,,NA,,NA,5.9138,-5.1369,-12.6173,-23.668,-15.9291,-26.9798,-5.5106,-16.5613,-35.6222,-46.673,7.8979,-3.1528,-38.3686,-49.4193,-71.7779,-82.8286,,
2016-10,19.73,5.9138,,NA,,NA,,NA,-19.6592,-25.5731,-11.8359,-17.7497,-12.1014,-18.0153,-4.0885,-10.0023,-25.2749,-31.1887,-0.1356,-6.0495,-47.8376,-53.7514,-74.5703,-80.4841,,
2017-11,66.47,7.5526,,NA,,NA,,NA,3.8338,-3.7188,-7.7728,-15.3254,-17.1854,-24.738,-27.7671,-35.3197,7.4608,-0.0918,-42.9493,-50.5019,-44.1308,-51.6834,-94.9562,-102.5088,,
2017-12,58.48,3.8338,,NA,,NA,,NA,-10.718,-14.5518,-6.3088,-10.1426,-15.4005,-19.2343,-25.1692,-29.003,5.1829,1.3491,-48.9581,-52.7919,-41.454,-45.2878,-101.3111,-105.1449,,
2019-05,64.7,2.1682,95.83,90-100,,NA,,NA,1.5477,-0.6205,21.5331,19.3649,7.4608,5.2925,-29.6085,-31.7768,-36.1195,-38.2877,-10.647,-12.8152,-89.4513,-91.6196,,,,
2019-06,63.65,1.5477,93.06,90-100,,NA,,NA,-2.2323,-3.78,7.8979,6.3502,5.1829,3.6351,-34.1516,-35.6993,-48.8369,-50.3846,-3.4263,-4.9741,-95.1567,-96.7044,,,,
2019-08,97.26,21.5331,98.61,90-100,,NA,,NA,7.8979,-13.6352,7.4608,-14.0724,-18.7704,-40.3036,-44.1209,-65.654,-47.9731,-69.5063,-26.1981,-47.7312,-85.9674,-107.5005,,,,
2019-09,74.33,7.8979,95.83,90-100,,NA,,NA,-0.1356,-8.0336,5.1829,-2.7151,-18.4969,-26.3949,-43.228,-51.126,-38.3686,-46.2665,-27.5403,-35.4383,-97.5752,-105.4731,,,,
2019-11,73.6,7.4608,93.06,90-100,,NA,,NA,5.1829,-2.2779,-18.7704,-26.2312,-29.6085,-37.0693,-42.9493,-50.41,-46.7672,-54.228,-44.1308,-51.5916,-94.9562,-102.417,,,,
2019-12,69.77,5.1829,90.28,90-100,,NA,,NA,-7.7786,-12.9615,-18.4969,-23.6798,-34.1516,-39.3344,-48.9581,-54.141,-40.6347,-45.8176,-41.454,-46.6369,-101.3111,-106.494,,,,
