Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2023-11,100.0,9.7877,,NA,,NA,,NA,22.7449,12.9572,109.7053,99.9177,39.2795,29.4918,0.0646,-9.723,-39.6867,-49.4744,,,,,,,,
2023-12,100.0,22.7449,,NA,,NA,,NA,7.0786,-15.6663,61.1532,38.4083,81.6963,58.9514,-8.9345,-31.6794,-64.4344,-87.1792,,,,,,,,
2024-01,47.87,7.0786,,NA,,NA,,NA,109.7053,102.6268,25.3265,18.2479,46.2592,39.1807,23.1854,16.1069,-70.4905,-77.5691,,,,,,,,
2024-02,100.0,109.7053,,NA,,NA,,NA,61.1532,-48.5521,39.2795,-70.4258,23.9161,-85.7892,-6.1966,-115.902,-46.7429,-156.4483,,,,,,,,
2024-03,58.51,61.1532,,NA,,NA,,NA,25.3265,-35.8267,81.6963,20.5431,26.4219,-34.7313,-21.3171,-82.4703,-29.6821,-90.8353,,,,,,,,
2024-04,27.89,25.3265,,NA,,NA,,NA,39.2795,13.953,46.2592,20.9327,22.9065,-2.42,-11.9366,-37.2631,,,,,,,,,,
2024-05,39.81,39.2795,,NA,,NA,,NA,81.6963,42.4168,23.9161,-15.3634,0.0646,-39.2149,-13.4025,-52.6819,,,,,,,,,,
2024-06,76.06,81.6963,,NA,,NA,,NA,46.2592,-35.4371,26.4219,-55.2744,-8.9345,-90.6308,13.2663,-68.43,,,,,,,,,,
2024-07,45.78,46.2592,,NA,,NA,,NA,23.9161,-22.3431,22.9065,-23.3527,23.1854,-23.0738,-13.4351,-59.6943,,,,,,,,,,
2024-08,26.68,23.9161,,NA,,NA,,NA,26.4219,2.5058,0.0646,-23.8515,-6.1966,-30.1128,-21.5172,-45.4333,,,,,,,,,,
2024-09,28.83,26.4219,,NA,,NA,,NA,22.9065,-3.5154,-8.9345,-35.3564,-21.3171,-47.739,-26.6594,-53.0813,,,,,,,,,,
2024-10,25.82,22.9065,,NA,,NA,,NA,0.0646,-22.8419,23.1854,0.2789,-11.9366,-34.8431,-5.4634,-28.3699,,,,,,,,,,
2024-11,6.3,0.0646,,NA,,NA,,NA,-8.9345,-8.9991,-6.1966,-6.2613,-13.4025,-13.4671,-39.6867,-39.7513,,,,,,,,,,
2025-01,27.07,23.1854,,NA,,NA,,NA,-6.1966,-29.3821,-11.9366,-35.122,-13.4351,-36.6205,-70.4905,-93.676,,,,,,,,,,
2025-06,26.39,13.2663,,NA,,NA,,NA,-13.4351,-26.7013,-26.6594,-39.9257,-64.4344,-77.7006,,,,,,,,,,,,
