Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-01,,6.725,,NA,,NA,,NA,1.6311,-5.0939,3.0091,-3.7158,9.2959,2.5709,-14.8861,-21.6111,8.2488,1.5238,25.3206,18.5956,47.3185,40.5935,55.7872,49.0622,-99.4021,-106.1271
2016-02,0.0,1.6311,,NA,,NA,,NA,11.1722,9.5411,10.8435,9.2124,-17.5166,-19.1477,-19.0332,-20.6643,1.4891,-0.1421,24.5899,22.9588,36.8426,35.2114,43.7137,42.0825,-84.7685,-86.3996
2016-03,100.0,11.1722,,NA,,NA,,NA,3.0091,-8.1631,14.0226,2.8504,-19.5324,-30.7046,-22.1116,-33.2838,3.0032,-8.1691,22.6738,11.5016,41.8087,30.6364,31.5778,20.4055,-85.0773,-96.2495
2016-04,14.44,3.0091,,NA,,NA,,NA,10.8435,7.8344,9.2959,6.2867,-16.8533,-19.8624,-16.9939,-20.0031,6.7163,3.7071,25.8198,22.8106,45.2008,42.1917,38.8774,35.8682,,
2016-05,96.55,10.8435,,NA,,NA,,NA,14.0226,3.1791,-17.5166,-28.3601,-8.8218,-19.6654,-16.5919,-27.4354,-7.9827,-18.8262,34.598,23.7545,31.8041,20.9606,20.0871,9.2436,,
2016-06,100.0,14.0226,,NA,,NA,,NA,9.2959,-4.7267,-19.5324,-33.555,-13.7048,-27.7274,-19.4196,-33.4422,5.5858,-8.4368,34.9165,20.8939,40.6705,26.6479,-16.8128,-30.8354,,
2016-07,61.85,9.2959,,NA,,NA,,NA,-17.5166,-26.8124,-16.8533,-26.1492,-14.8861,-24.182,-15.6479,-24.9437,0.9303,-8.3656,31.329,22.0331,53.2672,43.9714,-22.2565,-31.5524,,
2017-12,64.94,1.3551,,NA,,NA,,NA,8.2488,6.8937,3.0032,1.6481,5.5858,4.2307,25.1642,23.8091,40.3949,39.0398,62.2772,60.9221,75.741,74.3859,-140.0155,-141.3706,,
2018-01,84.02,8.2488,,NA,,NA,,NA,1.4891,-6.7598,6.7163,-1.5325,0.9303,-7.3186,25.3206,17.0717,37.11,28.8611,47.3185,39.0696,55.7872,47.5384,-148.0358,-156.2847,,
2018-02,65.31,1.4891,,NA,,NA,,NA,3.0032,1.5141,-7.9827,-9.4718,9.1297,7.6407,24.5899,23.1009,43.7404,42.2514,36.8426,35.3535,43.7137,42.2246,-141.1911,-142.6801,,
2018-03,69.5,3.0032,,NA,,NA,,NA,6.7163,3.7131,5.5858,2.5826,10.1004,7.0972,22.6738,19.6706,58.8811,55.878,41.8087,38.8055,31.5778,28.5746,-115.7739,-118.7771,,
2018-04,79.78,6.7163,,NA,,NA,,NA,-7.9827,-14.699,0.9303,-5.786,22.1387,15.4224,25.8198,19.1035,70.8586,64.1423,45.2008,38.4845,38.8774,32.1611,-107.3409,-114.0572,,
2018-06,76.65,5.5858,,NA,,NA,,NA,0.9303,-4.6556,10.1004,4.5146,25.1642,19.5784,34.9165,29.3307,76.5062,70.9204,40.6705,35.0847,-16.8128,-22.3986,-108.8974,-114.4832,,
2018-07,63.77,0.9303,,NA,,NA,,NA,9.1297,8.1995,22.1387,21.2084,25.3206,24.3903,31.329,30.3987,67.9057,66.9754,53.2672,52.337,-22.2565,-23.1868,-121.0317,-121.962,,
2018-08,86.46,9.1297,,NA,,NA,,NA,10.1004,0.9707,18.7761,9.6464,24.5899,15.4602,58.4789,49.3492,69.4523,60.3225,37.9892,28.8595,-45.3932,-54.5229,-120.9689,-130.0987,,
2018-09,89.15,10.1004,,NA,,NA,,NA,22.1387,12.0382,25.1642,15.0638,22.6738,12.5734,58.0406,47.9401,81.7481,71.6477,35.3215,25.2211,-65.1561,-75.2566,-132.7697,-142.8702,,
2018-10,100.0,22.1387,,NA,,NA,,NA,18.7761,-3.3625,25.3206,3.1819,25.8198,3.6811,55.9906,33.8519,83.2528,61.1141,32.4578,10.3191,-48.1685,-70.3072,-140.8499,-162.9886,,
2018-11,92.4,18.7761,,NA,,NA,,NA,25.1642,6.3881,24.5899,5.8138,34.598,15.8219,46.8225,28.0463,77.4769,58.7008,33.1093,14.3332,-50.9105,-69.6866,-130.0616,-148.8377,,
2018-12,100.0,25.1642,94.29,90-100,,NA,,NA,25.3206,0.1563,22.6738,-2.4904,34.9165,9.7523,40.3949,15.2307,62.2772,37.113,38.3266,13.1624,-53.7274,-78.8916,-107.4336,-132.5978,,
2019-01,100.0,25.3206,93.06,90-100,,NA,,NA,24.5899,-0.7306,25.8198,0.4992,31.329,6.0084,37.11,11.7894,47.3185,21.9979,22.2078,-3.1127,-58.7961,-84.1167,-99.4021,-124.7227,,
2019-02,98.46,24.5899,84.72,80-89,,NA,,NA,22.6738,-1.9161,34.598,10.0081,58.4789,33.889,43.7404,19.1505,36.8426,12.2526,17.615,-6.9749,-55.6962,-80.2861,-84.7685,-109.3584,,
2019-03,94.42,22.6738,81.94,80-89,,NA,,NA,25.8198,3.1459,34.9165,12.2427,58.0406,35.3667,58.8811,36.2073,41.8087,19.1348,33.5015,10.8277,-52.9435,-75.6173,-85.0773,-107.7511,,
2019-04,100.0,25.8198,93.06,90-100,,NA,,NA,34.598,8.7782,31.329,5.5092,55.9906,30.1708,70.8586,45.0388,45.2008,19.3811,62.2325,36.4128,-59.0378,-84.8576,,,,
2019-05,100.0,34.598,91.67,90-100,,NA,,NA,34.9165,0.3185,58.4789,23.8809,46.8225,12.2245,81.3787,46.7807,31.8041,-2.7939,45.351,10.753,-69.4492,-104.0472,,,,
2019-06,100.0,34.9165,91.67,90-100,,NA,,NA,31.329,-3.5876,58.0406,23.124,40.3949,5.4783,76.5062,41.5897,40.6705,5.754,80.3065,45.39,-80.917,-115.8336,,,,
2019-07,93.71,31.329,76.39,70-79,,NA,,NA,58.4789,27.1499,55.9906,24.6616,37.11,5.781,67.9057,36.5767,53.2672,21.9383,70.9746,39.6456,-92.1341,-123.463,,,,
2019-08,100.0,58.4789,90.28,90-100,,NA,,NA,58.0406,-0.4383,46.8225,-11.6564,43.7404,-14.7385,69.4523,10.9734,37.9892,-20.4897,66.4766,7.9977,-128.5863,-187.0652,,,,
2019-09,99.46,58.0406,79.17,70-79,,NA,,NA,55.9906,-2.05,40.3949,-17.6457,58.8811,0.8406,81.7481,23.7075,35.3215,-22.7191,81.335,23.2944,-131.5707,-189.6113,,,,
2019-10,96.91,55.9906,73.61,70-79,,NA,,NA,46.8225,-9.1681,37.11,-18.8806,70.8586,14.868,83.2528,27.2622,32.4578,-23.5328,83.5657,27.5751,-131.8761,-187.8667,,,,
2019-11,85.54,46.8225,56.94,50-59,,NA,,NA,40.3949,-6.4276,43.7404,-3.082,81.3787,34.5562,77.4769,30.6544,33.1093,-13.7131,75.2302,28.4077,-145.0102,-191.8327,,,,
2019-12,77.56,40.3949,48.61,40-49,,NA,,NA,37.11,-3.2849,58.8811,18.4863,76.5062,36.1113,62.2772,21.8823,38.3266,-2.0683,75.741,35.3462,-140.0155,-180.4103,,,,
2020-01,73.48,37.11,43.06,40-49,,NA,,NA,43.7404,6.6305,70.8586,33.7486,67.9057,30.7957,47.3185,10.2085,22.2078,-14.9021,55.7872,18.6773,-148.0358,-185.1458,,,,
2020-02,81.71,43.7404,51.39,50-59,,NA,,NA,58.8811,15.1407,81.3787,37.6382,69.4523,25.7118,36.8426,-6.8979,17.615,-26.1254,43.7137,-0.0268,-141.1911,-184.9315,,,,
2020-03,100.0,58.8811,88.89,80-89,,NA,,NA,70.8586,11.9774,76.5062,17.6251,81.7481,22.867,41.8087,-17.0725,33.5015,-25.3796,31.5778,-27.3034,-115.7739,-174.655,,,,
2020-04,100.0,70.8586,87.5,80-89,,NA,,NA,81.3787,10.5201,67.9057,-2.9529,83.2528,12.3942,45.2008,-25.6578,62.2325,-8.6261,38.8774,-31.9812,-107.3409,-178.1995,,,,
2020-05,100.0,81.3787,86.11,80-89,,NA,,NA,76.5062,-4.8725,69.4523,-11.9264,77.4769,-3.9018,31.8041,-49.5745,45.351,-36.0277,20.0871,-61.2915,-115.1578,-196.5365,,,,
2020-06,95.29,76.5062,62.5,60-69,,NA,,NA,67.9057,-8.6005,81.7481,5.2419,62.2772,-14.229,40.6705,-35.8357,80.3065,3.8003,-16.8128,-93.319,-108.8974,-185.4036,,,,
2020-07,86.98,67.9057,48.61,40-49,,NA,,NA,69.4523,1.5466,83.2528,15.3471,47.3185,-20.5872,53.2672,-14.6385,70.9746,3.0689,-22.2565,-90.1622,-121.0317,-188.9374,,,,
2020-08,88.48,69.4523,48.61,40-49,,NA,,NA,81.7481,12.2959,77.4769,8.0246,36.8426,-32.6097,37.9892,-31.463,66.4766,-2.9757,-45.3932,-114.8454,-120.9689,-190.4212,,,,
