Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-01,,12.271,,NA,,NA,,NA,0.2354,-12.0356,2.4748,-9.7962,2.0084,-10.2626,0.8994,-11.3716,10.8065,-1.4645,-0.5996,-12.8706,9.2053,-3.0657,-64.7854,-77.0564,111.6936,99.4226
2016-02,0.0,0.2354,,NA,,NA,,NA,-0.0246,-0.26,1.2733,1.0379,3.4602,3.2248,0.8304,0.5949,8.6859,8.4505,-7.982,-8.2174,4.513,4.2776,-45.3558,-45.5912,79.9342,79.6988
2016-04,20.33,2.4748,,NA,,NA,,NA,1.2733,-1.2015,2.0084,-0.4665,8.5555,6.0806,11.2727,8.7979,6.3667,3.8918,7.2616,4.7868,28.5721,26.0973,-15.8457,-18.3205,,
2016-05,10.56,1.2733,,NA,,NA,,NA,-3.1576,-4.4309,3.4602,2.1869,-6.6476,-7.9209,9.9594,8.6861,17.537,16.2637,4.0993,2.8259,29.2066,27.9332,-2.4646,-3.738,,
2016-07,33.48,2.0084,,NA,,NA,,NA,3.4602,1.4518,8.5555,6.5471,0.8994,-1.109,19.1236,17.1152,-2.3449,-4.3533,5.3012,3.2928,36.631,34.6226,12.8473,10.8389,,
2016-08,42.89,3.4602,,NA,,NA,,NA,4.8807,1.4205,-6.6476,-10.1078,0.8304,-2.6299,19.9606,16.5004,-4.0214,-7.4816,1.4661,-1.9941,44.5086,41.0484,2.604,-0.8562,,
2016-09,52.1,4.8807,,NA,,NA,,NA,8.5555,3.6748,-10.9491,-15.8298,6.0377,1.157,15.8246,10.9439,-12.4812,-17.3618,-6.1156,-10.9963,28.8879,24.0073,12.7752,7.8945,,
2016-10,75.92,8.5555,,NA,,NA,,NA,-6.6476,-15.2031,0.8994,-7.6561,11.2727,2.7173,19.456,10.9006,-12.2424,-20.7979,0.3707,-8.1848,7.6339,-0.9216,16.6088,8.0533,,
2017-01,51.03,0.8994,,NA,,NA,,NA,0.8304,-0.069,11.2727,10.3734,19.1236,18.2242,10.8065,9.9071,-0.5996,-1.499,-1.3254,-2.2248,4.416,3.5166,41.0562,40.1568,,
2017-02,50.73,0.8304,,NA,,NA,,NA,6.0377,5.2073,9.9594,9.1291,19.9606,19.1303,8.6859,7.8555,-7.982,-8.8124,3.3336,2.5033,-48.0102,-48.8405,86.7699,85.9395,,
2017-03,73.16,6.0377,,NA,,NA,,NA,11.2727,5.2351,7.3252,1.2875,15.8246,9.7869,-2.1555,-8.1932,-6.4426,-12.4803,1.7245,-4.3132,-47.232,-53.2697,76.2409,70.2032,,
2017-04,95.7,11.2727,,NA,,NA,,NA,9.9594,-1.3133,19.1236,7.8508,19.456,8.1833,6.3667,-4.9061,7.2616,-4.0111,12.7888,1.516,-43.8378,-55.1106,52.9674,41.6947,,
2017-05,90.04,9.9594,,NA,,NA,,NA,7.3252,-2.6342,19.9606,10.0012,12.7721,2.8127,17.537,7.5776,4.0993,-5.8601,20.0774,10.118,-47.4839,-57.4433,63.1713,53.2118,,
2017-06,78.7,7.3252,,NA,,NA,,NA,19.1236,11.7983,15.8246,8.4994,10.1951,2.8699,17.8616,10.5364,6.4122,-0.913,18.6433,11.318,-52.1656,-59.4908,75.3288,68.0035,,
2017-07,100.0,19.1236,,NA,,NA,,NA,19.9606,0.8371,19.456,0.3325,10.8065,-8.3171,-2.3449,-21.4685,5.3012,-13.8224,27.8285,8.705,-65.6867,-84.8103,56.6525,37.5289,,
2017-08,100.0,19.9606,,NA,,NA,,NA,15.8246,-4.136,12.7721,-7.1885,8.6859,-11.2747,-4.0214,-23.982,1.4661,-18.4945,43.1557,23.1951,-56.3773,-76.338,76.028,56.0673,,
2017-09,86.62,15.8246,,NA,,NA,,NA,19.456,3.6315,10.1951,-5.6295,-2.1555,-17.98,-12.4812,-28.3057,-6.1156,-21.9402,28.0088,12.1842,-57.4513,-73.2759,96.9339,81.1093,,
2017-10,98.37,19.456,,NA,,NA,,NA,12.7721,-6.684,10.8065,-8.6495,6.3667,-13.0894,-12.2424,-31.6985,0.3707,-19.0854,31.7494,12.2934,-91.4968,-110.9528,95.3752,75.9192,,
2017-11,76.74,12.7721,,NA,,NA,,NA,10.1951,-2.577,8.6859,-4.0862,17.537,4.7649,-21.8353,-34.6074,2.3974,-10.3747,25.3372,12.5651,-84.1279,-96.9,86.1232,73.3511,,
2017-12,68.41,10.1951,,NA,,NA,,NA,10.8065,0.6114,-2.1555,-12.3506,17.8616,7.6665,-17.3332,-27.5283,0.8425,-9.3526,17.0592,6.8641,-73.2259,-83.4211,96.3321,86.137,,
2018-01,70.38,10.8065,,NA,,NA,,NA,8.6859,-2.1206,6.3667,-4.4398,-2.3449,-13.1514,-0.5996,-11.4061,-1.3254,-12.1319,9.2053,-1.6012,-64.7854,-75.5919,143.3328,132.5263,,
2018-02,63.52,8.6859,,NA,,NA,,NA,-2.1555,-10.8414,17.537,8.8511,-4.0214,-12.7073,-7.982,-16.6679,3.3336,-5.3523,4.513,-4.1729,-45.3558,-54.0417,133.9581,125.2722,,
2018-04,56.02,6.3667,,NA,,NA,,NA,17.537,11.1704,-2.3449,-8.7116,-12.2424,-18.6091,7.2616,0.895,12.7888,6.4221,28.5721,22.2054,-15.8457,-22.2123,85.2238,78.8571,,
2018-05,92.16,17.537,,NA,,NA,,NA,17.8616,0.3246,-4.0214,-21.5584,-21.8353,-39.3723,4.0993,-13.4377,20.0774,2.5403,29.2066,11.6695,-2.4646,-20.0017,122.016,104.4789,,
