Date,rate_446770.KS_5D,rate_VOO_20D
2022-11,0.0,0.0
2022-12,-13.1208,-5.9173
2023-01,8.555,2.4778
2023-02,15.5958,-1.8677
2023-03,22.5606,4.1536
2023-04,15.6811,5.9634
2023-05,39.1903,6.0946
2023-06,34.4525,15.443
2023-07,31.5419,20.0892
2023-08,30.0842,16.6267
2023-09,17.3716,8.1586
2023-10,15.9825,4.1836
2023-11,27.1539,17.494
2023-12,36.088,24.343
2024-01,48.204,26.3526
2024-02,61.5665,34.6127
2024-03,74.438,40.9232
2024-04,66.7334,32.5002
2024-05,78.7969,40.7285
2024-06,90.9931,47.9365
2024-07,71.3993,49.2533
2024-08,64.7395,53.023
2024-09,60.6677,57.6708
2024-10,67.5734,54.76
2024-11,56.2201,65.6748
2024-12,70.5888,59.6763
2025-01,73.4207,64.2545
2025-02,59.7695,60.5671
2025-03,48.4069,47.9789
2025-04,41.1753,45.5309
2025-05,60.2842,56.7953
2025-06,86.0845,66.4175
2025-07,92.1595,70.3014
2025-08,88.9788,73.7909
2025-09,116.4439,80.5714
2025-10,166.9631,84.9161
2025-11,152.9068,84.304
2025-12,163.4562,83.3856
2026-01,218.103,85.6336
2026-02,235.8657,82.6773
2026-03,190.2992,69.5048
2026-04,266.8901,91.2813
2026-05,381.6706,102.7324
2026-06,411.8966,98.4182
2026-07,298.6145,97.2086
2026-08,284.2247,101.1775
