Date,rate_381180.KS_5D,rate_VOO_20D
2021-04,0.0,0.0
2021-05,-2.3281,2.3859
2021-06,4.8599,5.125
2021-07,3.7625,8.1998
2021-08,9.3136,12.2079
2021-09,4.9459,2.8671
2021-10,6.3285,13.6081
2021-11,21.9067,11.184
2021-12,23.469,18.0934
2022-01,1.3542,7.4195
2022-02,3.0721,1.3073
2022-03,9.2665,6.6884
2022-04,-3.1749,-9.2885
2022-05,-2.4308,-9.6176
2022-06,-15.6035,-23.1107
2022-07,-2.3701,-10.6596
2022-08,-5.5585,-17.695
2022-09,-12.6281,-31.807
2022-10,-10.1719,-21.4284
2022-11,-7.6308,-14.0679
2022-12,-17.5081,-23.3231
2023-01,-6.9076,-14.928
2023-02,4.0565,-19.2735
2023-03,10.5277,-13.2522
2023-04,4.577,-11.4424
2023-05,23.1814,-11.3112
2023-06,25.2385,-1.9628
2023-07,27.7497,2.6834
2023-08,26.4306,-0.7791
2023-09,18.0583,-9.2473
2023-10,11.2912,-13.2222
2023-11,25.9679,0.0881
2023-12,41.006,6.9371
2024-01,46.8999,8.9468
2024-02,56.2351,17.2069
2024-03,66.5631,23.5174
2024-04,63.6166,15.0943
2024-05,76.0706,23.3227
2024-06,83.4962,30.5306
2024-07,68.9368,31.8475
2024-08,62.0762,35.6172
2024-09,60.0622,40.265
2024-10,64.8465,37.3542
2024-11,58.6803,48.269
2024-12,73.303,42.2704
2025-01,70.1878,46.8487
2025-02,57.7052,43.1612
2025-03,40.6009,30.5731
2025-04,33.9647,28.125
2025-05,50.3965,39.3895
2025-06,68.1438,49.0117
2025-07,77.0351,52.8956
2025-08,77.4293,56.3851
2025-09,93.4215,63.1656
2025-10,124.5451,67.5103
2025-11,118.6524,66.8981
2025-12,119.0796,65.9797
2026-01,146.5419,68.2277
2026-02,144.3749,67.1974
