Date,rate_315960.KS_5D,rate_VOO_20D
2019-01,0.0,0.0
2019-02,0.5987,6.3087
2019-03,-1.2762,8.0645
2019-04,3.5292,12.3659
2019-05,-5.1567,3.7913
2019-06,1.0693,11.5657
2019-07,-0.1018,12.7651
2019-08,-2.4521,10.1073
2019-09,4.1052,12.0067
2019-10,3.3308,14.1958
2019-11,3.011,18.1902
2019-12,12.6938,21.4132
2020-01,9.7856,20.6365
2020-02,1.5031,9.1157
2020-03,-10.8082,-6.5575
2020-04,-4.923,7.0832
2020-05,-3.447,12.442
2020-06,-2.7238,14.2413
2020-07,4.9557,21.1972
2020-08,5.5619,29.9424
2020-09,10.5881,23.7787
2020-10,9.4943,19.628
2020-11,24.6139,33.5745
2020-12,41.3131,38.2314
2021-01,45.5431,35.8301
2021-02,52.4988,39.11
2021-03,52.7945,46.2696
2021-04,50.9108,53.6947
2021-05,51.7347,53.7614
2021-06,51.761,56.5004
2021-07,41.4087,59.5753
2021-08,34.9898,63.5834
2021-09,31.7523,54.2426
2021-10,29.7892,64.9836
2021-11,25.5645,62.5595
2021-12,35.7709,69.4689
2022-01,29.6895,58.795
2022-02,27.0375,52.6827
2022-03,24.524,58.0639
2022-04,21.3655,42.087
2022-05,21.9267,41.7579
2022-06,6.0773,28.2648
2022-07,12.381,40.7158
2022-08,12.0704,33.6805
2022-09,-1.2101,19.5685
2022-10,5.4072,29.947
2022-11,12.431,37.3075
2022-12,1.3724,28.0524
2023-01,14.1579,36.4475
2023-02,14.0836,32.1019
2023-03,17.5449,38.1233
2023-04,20.5421,39.9331
2023-05,25.9809,40.0643
2023-06,28.0858,49.4127
2023-07,34.4825,54.0589
2023-08,28.5754,50.5964
2023-09,25.6483,42.1282
2023-10,17.6919,38.1533
2023-11,29.6589,51.4636
2023-12,37.3417,58.3126
2024-01,30.8888,60.3222
2024-02,45.5099,68.5823
2024-03,53.5461,74.8929
2024-04,50.6995,66.4698
2024-05,50.1427,74.6982
2024-06,68.55,81.9061
2024-07,57.2711,83.223
2024-08,46.5879,86.9927
2024-09,38.9214,91.6404
2024-10,36.9871,88.7297
2024-11,29.1716,99.6445
2024-12,27.3618,93.6459
2025-01,34.6728,98.2242
2025-02,29.9814,94.5367
2025-03,33.1136,81.9485
2025-04,31.6925,79.5005
2025-05,40.1765,90.765
2025-06,63.426,100.3872
2025-07,70.4883,104.271
2025-08,67.8498,107.7606
2025-09,90.598,114.541
2025-10,147.4609,118.8858
2025-11,139.0555,118.2736
2025-12,171.1931,117.3552
2026-01,256.1134,119.6032
2026-02,265.6895,118.5729
