Date,rate_005380.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,7.0121,-1.8027
2016-03,8.1264,4.5695
2016-04,0.3591,3.6217
2016-05,-2.4555,4.6859
2016-06,-3.9596,4.2011
2016-07,-6.0121,7.3141
2016-08,-4.8918,6.5393
2016-09,-2.4436,5.8417
2016-10,1.0146,3.4057
2016-11,-4.1758,7.0013
2016-12,7.7605,8.6582
2017-01,2.4111,9.9058
2017-02,9.5343,13.4199
2017-03,14.6889,12.5861
2017-04,4.0672,12.9516
2017-05,17.4786,13.7442
2017-06,14.6523,14.6714
2017-07,3.5773,16.2352
2017-08,0.1818,15.7466
2017-09,7.1965,17.3266
2017-10,14.301,19.2474
2017-11,16.1602,22.0133
2017-12,11.7115,22.6523
2018-01,15.5091,28.4864
2018-02,14.5949,22.6807
2018-03,1.3877,18.8927
2018-04,12.9551,18.6249
2018-05,-2.2333,20.8091
2018-06,-10.9627,20.9812
2018-07,-7.7711,24.5763
2018-08,-10.7083,27.7899
2018-09,-7.1696,27.6747
2018-10,-23.4244,18.1983
2018-11,-22.4472,19.8597
2018-12,-11.2653,8.8011
2019-01,-2.7237,17.1215
2019-02,-4.9023,20.4441
2019-03,-10.0332,22.1999
2019-04,4.5138,26.5012
2019-05,1.3931,17.9266
2019-06,6.2459,25.7011
2019-07,-4.1253,26.9004
2019-08,-2.5009,24.2426
2019-09,1.7188,26.142
2019-10,-7.3864,28.3311
2019-11,-8.0211,32.3256
2019-12,-1.3907,35.5485
2020-01,2.3045,34.7719
2020-02,-5.9134,23.2511
2020-03,-27.309,7.5779
2020-04,-22.6729,21.2186
2020-05,-18.5984,26.5774
2020-06,-18.5408,28.3766
2020-07,5.837,35.3325
2020-08,47.4418,44.0777
2020-09,48.2334,37.914
2020-10,35.8499,33.7633
2020-11,49.1963,47.7098
2020-12,59.3821,52.3667
2021-01,88.9072,49.9654
2021-02,93.9532,53.2453
2021-03,77.0593,60.4049
2021-04,71.0123,67.83
2021-05,88.3198,67.8968
2021-06,91.3376,70.6358
2021-07,72.919,73.7106
2021-08,67.5135,77.7187
2021-09,56.7369,68.3779
2021-10,62.2013,79.119
2021-11,51.6419,76.6949
2021-12,64.376,83.6042
2022-01,45.9004,72.9303
2022-02,35.5552,66.8181
2022-03,40.1201,72.1992
2022-04,43.8599,56.2223
2022-05,45.9819,55.8933
2022-06,39.2603,42.4002
2022-07,50.6662,54.8512
2022-08,50.0328,47.8158
2022-09,34.5782,33.7039
2022-10,25.0519,44.0824
2022-11,28.1578,51.4429
2022-12,18.7443,42.1877
2023-01,33.4158,50.5828
2023-02,37.971,46.2373
2023-03,43.9235,52.2586
2023-04,53.5224,54.0684
2023-05,54.8551,54.1996
2023-06,60.4245,63.548
2023-07,51.6412,68.1942
2023-08,45.747,64.7317
2023-09,47.9497,56.2636
2023-10,30.9494,52.2886
2023-11,41.8389,65.5989
2023-12,56.1261,72.448
2024-01,48.7512,74.4576
2024-02,97.1132,82.7177
2024-03,84.0033,89.0282
2024-04,97.3673,80.6052
2024-05,97.9663,88.8335
2024-06,131.2381,96.0415
2024-07,94.1877,97.3583
2024-08,98.3068,101.128
2024-09,93.1238,105.7758
2024-10,69.4159,102.865
2024-11,71.5194,113.7798
2024-12,65.7801,107.7813
2025-01,60.5054,112.3595
2025-02,54.5235,108.6721
2025-03,57.3763,96.0839
2025-04,51.613,93.6359
2025-05,48.9386,104.9003
2025-06,63.0809,114.5225
2025-07,70.0845,118.4064
2025-08,77.0452,121.8959
2025-09,72.3734,128.6764
2025-10,131.6398,133.0211
2025-11,109.8866,132.409
2025-12,137.0062,131.4906
2026-01,297.6888,133.7386
2026-02,434.6508,130.7823
2026-03,251.1813,117.6098
2026-04,316.0153,139.3863
2026-05,464.8636,150.8374
2026-06,284.2642,146.5232
2026-07,199.5317,145.3136
2026-08,215.6206,150.6618
2026-09,194.1676,148.9744
