Date,rate_0138Y0.KS_5D,rate_VOO_20D
2025-12,0.0,0.0
2026-01,8.4792,3.9719
2026-02,5.7013,1.0157
2026-03,0.6386,-12.1568
2026-04,-1.2523,9.6197
2026-05,-0.948,21.0708
2026-06,-4.9328,16.7566
2026-07,-7.0141,15.547
2026-08,-4.0942,20.8951
2026-09,-3.7286,18.1014
