Date,rate_032830.KS_5D,rate_VOO_20D
2016-01,0.0,0.0
2016-02,3.1985,-1.8027
2016-03,7.1068,4.5695
2016-04,-1.7059,3.6217
2016-05,-6.2352,4.6859
2016-06,-8.2801,4.2011
2016-07,-9.9504,7.3141
2016-08,-3.5262,6.5393
2016-09,-1.1224,5.8417
2016-10,3.6677,3.4057
2016-11,6.7334,7.0013
2016-12,5.7509,8.6582
2017-01,3.9063,9.9058
2017-02,0.0251,13.4199
2017-03,1.4234,12.5861
2017-04,2.2674,12.9516
2017-05,13.7414,13.7442
2017-06,8.3785,14.6714
2017-07,15.7664,16.2352
2017-08,5.7566,15.7466
2017-09,3.3057,17.3266
2017-10,23.1555,19.2474
2017-11,15.7668,22.0133
2017-12,13.8327,22.6523
2018-01,17.3662,28.4864
2018-02,9.9345,22.6807
2018-03,4.6196,18.8927
2018-04,5.3525,18.6249
2018-05,-7.3838,20.8091
2018-06,-11.2611,20.9812
2018-07,-12.7946,24.5763
2018-08,-15.8572,27.7899
2018-09,-10.9923,27.6747
2018-10,-15.4882,18.1983
2018-11,-20.0899,19.8597
2018-12,-21.6212,8.8011
2019-01,-14.572,17.1215
2019-02,-13.7976,20.4441
2019-03,-17.9259,22.1999
2019-04,-16.692,26.5012
2019-05,-20.3207,17.9266
2019-06,-17.0654,25.7011
2019-07,-24.1454,26.9004
2019-08,-31.5006,24.2426
2019-09,-27.8639,26.142
2019-10,-27.7918,28.3311
2019-11,-26.1747,32.3256
2019-12,-14.3758,35.5485
2020-01,-19.8485,34.7719
2020-02,-32.1801,23.2511
2020-03,-49.6542,7.5779
2020-04,-41.3235,21.2186
2020-05,-44.6541,26.5774
2020-06,-45.0851,28.3766
2020-07,-40.7276,35.3325
2020-08,-22.816,44.0777
2020-09,-22.7841,37.914
2020-10,-19.598,33.7633
2020-11,-8.9398,47.7098
2020-12,4.3376,52.3667
2021-01,-6.924,49.9654
2021-02,-1.0225,53.2453
2021-03,3.0814,60.4049
2021-04,7.7904,67.83
2021-05,10.4351,67.8968
2021-06,5.0182,70.6358
2021-07,-0.8244,73.7106
2021-08,-1.995,77.7187
2021-09,-3.4036,68.3779
2021-10,-11.3437,79.119
2021-11,-21.0809,76.6949
2021-12,-11.1853,83.6042
2022-01,-16.1624,72.9303
2022-02,-16.3611,66.8181
2022-03,-8.0616,72.1992
2022-04,-9.0614,56.2223
2022-05,-4.7527,55.8933
2022-06,-12.3776,42.4002
2022-07,-14.8922,54.8512
2022-08,-12.8643,47.8158
2022-09,-12.1355,33.7039
2022-10,-4.9448,44.0824
2022-11,3.5689,51.4429
2022-12,4.3896,42.1877
2023-01,4.187,50.5828
2023-02,0.0234,46.2373
2023-03,-7.7528,52.2586
2023-04,-2.5255,54.0684
2023-05,-2.4971,54.1996
2023-06,-0.9937,63.548
2023-07,2.6907,68.1942
2023-08,-0.5718,64.7317
2023-09,3.4014,56.2636
2023-10,6.3029,52.2886
2023-11,2.8552,65.5989
2023-12,6.9427,72.448
2024-01,7.1747,74.4576
2024-02,49.5804,82.7177
2024-03,42.0103,89.0282
2024-04,34.2416,80.6052
2024-05,29.0098,88.8335
2024-06,35.1313,96.0415
2024-07,46.9733,97.3583
2024-08,47.6114,101.128
2024-09,41.1062,105.7758
2024-10,53.2411,102.865
2024-11,61.1423,113.7798
2024-12,62.3738,107.7813
2025-01,52.0624,112.3595
2025-02,47.6791,108.6721
2025-03,40.6391,96.0839
2025-04,45.849,93.6359
2025-05,66.8534,104.9003
2025-06,114.142,114.5225
2025-07,110.6236,118.4064
2025-08,138.3398,121.8959
2025-09,159.513,128.6764
2025-10,154.3796,133.0211
2025-11,150.7874,132.409
2025-12,165.8355,131.4906
2026-01,215.9432,133.7386
2026-02,283.7058,130.7823
2026-03,249.0804,117.6098
2026-04,311.2868,139.3863
2026-05,536.4388,150.8374
2026-06,552.4751,146.5232
2026-07,403.5368,145.3136
2026-08,391.5509,150.6618
2026-09,369.3585,148.9744
