Month,RelDiv,D0,DivPct3y,Bucket3y,DivPct5y,Bucket5y,DivPct7y,Bucket7y,D_1m,ΔDiv_1m,D_3m,ΔDiv_3m,D_6m,ΔDiv_6m,D_1y,ΔDiv_1y,D_2y,ΔDiv_2y,D_3y,ΔDiv_3y,D_5y,ΔDiv_5y,D_7y,ΔDiv_7y,D_max,ΔDiv_max
2016-02,100.0,8.8148,,NA,,NA,,NA,3.5569,-5.2579,-7.1414,-15.9562,-11.431,-20.2458,-3.8857,-12.7004,-8.0858,-16.9006,-25.3464,-34.1612,40.7079,31.8931,-8.2663,-17.0811,303.8685,295.0537
2016-03,58.29,3.5569,,NA,,NA,,NA,-3.2626,-6.8195,-8.1607,-11.7176,-8.2854,-11.8422,2.1028,-1.4541,-17.505,-21.0618,-32.2331,-35.7899,16.6543,13.0975,-8.3352,-11.892,133.5715,130.0146
2017-03,69.69,2.1028,,NA,,NA,,NA,-8.8844,-10.9872,-0.0191,-2.1219,-10.13,-12.2328,-17.505,-19.6078,-32.2331,-34.3358,-34.8869,-36.9897,-32.0791,-34.1819,-5.0249,-7.1277,,
2017-05,77.05,3.7343,,NA,,NA,,NA,-0.0191,-3.7534,-15.5648,-19.2992,-5.8531,-9.5874,-23.0424,-26.7768,-16.5335,-20.2679,-45.1758,-48.9101,-9.9114,-13.6457,9.1328,5.3984,,
2020-08,90.22,3.3641,98.61,90-100,,NA,,NA,10.3194,6.9553,1.4865,-1.8776,40.7079,37.3438,-10.2053,-13.5694,2.217,-1.1471,-18.9847,-22.3488,-44.8507,-48.2148,,,,
2020-09,100.0,10.3194,98.61,90-100,,NA,,NA,2.0866,-8.2328,7.0154,-3.304,16.6543,6.3349,-11.641,-21.9604,0.8744,-9.445,-8.3139,-18.6333,-56.303,-66.6224,,,,
2020-10,85.62,2.0866,93.06,90-100,,NA,,NA,1.4865,-0.6001,38.9419,36.8553,3.1823,1.0957,-16.9177,-19.0043,-19.0305,-21.117,-21.3393,-23.4258,-1.3814,-3.468,,,,
2020-11,84.57,1.4865,90.28,90-100,,NA,,NA,7.0154,5.5289,40.7079,39.2214,20.4231,18.9366,-25.0529,-26.5394,-23.285,-24.7715,-23.7601,-25.2466,-22.5224,-24.0089,,,,
2020-12,94.23,7.0154,95.83,90-100,95.76,90-100,,NA,38.9419,31.9265,16.6543,9.639,20.7018,13.6864,-19.2282,-26.2436,-23.4434,-30.4588,-16.3218,-23.3372,5.5157,-1.4997,,,,
2021-01,100.0,38.9419,97.22,90-100,97.5,90-100,,NA,40.7079,1.766,3.1823,-35.7596,-0.7916,-39.7335,-27.0299,-65.9718,-17.167,-56.1088,-25.7064,-64.6483,163.9502,125.0084,,,,
2021-02,100.0,40.7079,95.83,90-100,97.5,90-100,,NA,16.6543,-24.0535,20.4231,-20.2848,-10.2053,-50.9131,-31.2629,-71.9708,-8.2663,-48.9741,14.3955,-26.3123,303.8685,263.1606,,,,
